TimeID,ReportYearCV,TimeframeStart,TimeframeEnd,DataPublicationDate
7444,2008,10/1/2008,9/30/2008,2/11/2019
7445,2009,10/1/2009,9/30/2009,2/11/2019
7446,2010,10/1/2010,9/30/2010,2/11/2019
7447,2011,10/1/2011,9/30/2011,2/11/2019
7448,2012,10/1/2012,9/30/2012,2/11/2019
7449,2013,10/1/2013,9/30/2013,2/11/2019
7450,2014,10/1/2014,9/30/2014,2/11/2019
7451,2004,10/1/2004,9/30/2004,2/11/2019
7452,2005,10/1/2005,9/30/2005,2/11/2019
7453,2006,10/1/2006,9/30/2006,2/11/2019
7454,2007,10/1/2007,9/30/2007,2/11/2019
7455,2008,10/1/2008,9/30/2008,2/11/2019
7456,2009,10/1/2009,9/30/2009,2/11/2019
7457,2010,10/1/2010,9/30/2010,2/11/2019
7458,2011,10/1/2011,9/30/2011,2/11/2019
7459,2012,10/1/2012,9/30/2012,2/11/2019
7460,2013,10/1/2013,9/30/2013,2/11/2019
7461,2014,10/1/2014,9/30/2014,2/11/2019
7462,2004,10/1/2004,9/30/2004,2/11/2019
7463,2005,10/1/2005,9/30/2005,2/11/2019
7464,2006,10/1/2006,9/30/2006,2/11/2019
7465,2007,10/1/2007,9/30/2007,2/11/2019
7466,2008,10/1/2008,9/30/2008,2/11/2019
7467,2009,10/1/2009,9/30/2009,2/11/2019
7468,2010,10/1/2010,9/30/2010,2/11/2019
7469,2011,10/1/2011,9/30/2011,2/11/2019
7470,2012,10/1/2012,9/30/2012,2/11/2019
7471,2013,10/1/2013,9/30/2013,2/11/2019
7472,2014,10/1/2014,9/30/2014,2/11/2019
7473,2004,10/1/2004,9/30/2004,2/11/2019
7474,2005,10/1/2005,9/30/2005,2/11/2019
7475,2006,10/1/2006,9/30/2006,2/11/2019
7476,2007,10/1/2007,9/30/2007,2/11/2019
7477,2008,10/1/2008,9/30/2008,2/11/2019
7478,2009,10/1/2009,9/30/2009,2/11/2019
7479,2010,10/1/2010,9/30/2010,2/11/2019
7480,2011,10/1/2011,9/30/2011,2/11/2019
7481,2012,10/1/2012,9/30/2012,2/11/2019
7482,2013,10/1/2013,9/30/2013,2/11/2019
7483,2014,10/1/2014,9/30/2014,2/11/2019
7484,2004,10/1/2004,9/30/2004,2/11/2019
7485,2005,10/1/2005,9/30/2005,2/11/2019
7486,2006,10/1/2006,9/30/2006,2/11/2019
7487,2007,10/1/2007,9/30/2007,2/11/2019
7488,2008,10/1/2008,9/30/2008,2/11/2019
7489,2009,10/1/2009,9/30/2009,2/11/2019
7490,2010,10/1/2010,9/30/2010,2/11/2019
7491,2011,10/1/2011,9/30/2011,2/11/2019
7492,2012,10/1/2012,9/30/2012,2/11/2019
7493,2013,10/1/2013,9/30/2013,2/11/2019
7494,2014,10/1/2014,9/30/2014,2/11/2019
7495,2004,10/1/2004,9/30/2004,2/11/2019
7496,2005,10/1/2005,9/30/2005,2/11/2019
7497,2006,10/1/2006,9/30/2006,2/11/2019
7498,2007,10/1/2007,9/30/2007,2/11/2019
7499,2008,10/1/2008,9/30/2008,2/11/2019
7500,2009,10/1/2009,9/30/2009,2/11/2019
7501,2010,10/1/2010,9/30/2010,2/11/2019
7502,2011,10/1/2011,9/30/2011,2/11/2019
7503,2012,10/1/2012,9/30/2012,2/11/2019
7504,2013,10/1/2013,9/30/2013,2/11/2019
7505,2014,10/1/2014,9/30/2014,2/11/2019
7506,2004,10/1/2004,9/30/2004,2/11/2019
7507,2005,10/1/2005,9/30/2005,2/11/2019
7508,2006,10/1/2006,9/30/2006,2/11/2019
7509,2007,10/1/2007,9/30/2007,2/11/2019
7510,2008,10/1/2008,9/30/2008,2/11/2019
7511,2009,10/1/2009,9/30/2009,2/11/2019
7512,2010,10/1/2010,9/30/2010,2/11/2019
7513,2011,10/1/2011,9/30/2011,2/11/2019
7514,2012,10/1/2012,9/30/2012,2/11/2019
7515,2013,10/1/2013,9/30/2013,2/11/2019
7516,2014,10/1/2014,9/30/2014,2/11/2019
7517,2004,10/1/2004,9/30/2004,2/11/2019
7518,2005,10/1/2005,9/30/2005,2/11/2019
7519,2006,10/1/2006,9/30/2006,2/11/2019
7520,2007,10/1/2007,9/30/2007,2/11/2019
7521,2008,10/1/2008,9/30/2008,2/11/2019
7522,2009,10/1/2009,9/30/2009,2/11/2019
7523,2010,10/1/2010,9/30/2010,2/11/2019
7524,2011,10/1/2011,9/30/2011,2/11/2019
7525,2012,10/1/2012,9/30/2012,2/11/2019
7526,2013,10/1/2013,9/30/2013,2/11/2019
7527,2014,10/1/2014,9/30/2014,2/11/2019
7528,2004,10/1/2004,9/30/2004,2/11/2019
7529,2005,10/1/2005,9/30/2005,2/11/2019
7530,2006,10/1/2006,9/30/2006,2/11/2019
7531,2007,10/1/2007,9/30/2007,2/11/2019
7532,2008,10/1/2008,9/30/2008,2/11/2019
7533,2009,10/1/2009,9/30/2009,2/11/2019
7534,2010,10/1/2010,9/30/2010,2/11/2019
7535,2011,10/1/2011,9/30/2011,2/11/2019
7536,2012,10/1/2012,9/30/2012,2/11/2019
7537,2013,10/1/2013,9/30/2013,2/11/2019
7538,2014,10/1/2014,9/30/2014,2/11/2019
7539,2004,10/1/2004,9/30/2004,2/11/2019
7540,2005,10/1/2005,9/30/2005,2/11/2019
7541,2006,10/1/2006,9/30/2006,2/11/2019
7542,2007,10/1/2007,9/30/2007,2/11/2019
7543,2008,10/1/2008,9/30/2008,2/11/2019
7544,2009,10/1/2009,9/30/2009,2/11/2019
7545,2010,10/1/2010,9/30/2010,2/11/2019
7546,2011,10/1/2011,9/30/2011,2/11/2019
7547,2012,10/1/2012,9/30/2012,2/11/2019
7548,2013,10/1/2013,9/30/2013,2/11/2019
7549,2014,10/1/2014,9/30/2014,2/11/2019
7550,2004,10/1/2004,9/30/2004,2/11/2019
7551,2005,10/1/2005,9/30/2005,2/11/2019
7552,2006,10/1/2006,9/30/2006,2/11/2019
7553,2007,10/1/2007,9/30/2007,2/11/2019
7554,2008,10/1/2008,9/30/2008,2/11/2019
7555,2009,10/1/2009,9/30/2009,2/11/2019
7556,2010,10/1/2010,9/30/2010,2/11/2019
7557,2011,10/1/2011,9/30/2011,2/11/2019
7558,2012,10/1/2012,9/30/2012,2/11/2019
7559,2013,10/1/2013,9/30/2013,2/11/2019
7560,2014,10/1/2014,9/30/2014,2/11/2019
7561,2004,10/1/2004,9/30/2004,2/11/2019
7562,2005,10/1/2005,9/30/2005,2/11/2019
7563,2006,10/1/2006,9/30/2006,2/11/2019
7564,2007,10/1/2007,9/30/2007,2/11/2019
7565,2008,10/1/2008,9/30/2008,2/11/2019
7566,2009,10/1/2009,9/30/2009,2/11/2019
7567,2010,10/1/2010,9/30/2010,2/11/2019
7568,2011,10/1/2011,9/30/2011,2/11/2019
7569,2012,10/1/2012,9/30/2012,2/11/2019
7570,2013,10/1/2013,9/30/2013,2/11/2019
7571,2014,10/1/2014,9/30/2014,2/11/2019
7572,2004,10/1/2004,9/30/2004,2/11/2019
7573,2005,10/1/2005,9/30/2005,2/11/2019
7574,2006,10/1/2006,9/30/2006,2/11/2019
7575,2007,10/1/2007,9/30/2007,2/11/2019
7576,2008,10/1/2008,9/30/2008,2/11/2019
7577,2009,10/1/2009,9/30/2009,2/11/2019
7578,2010,10/1/2010,9/30/2010,2/11/2019
7579,2011,10/1/2011,9/30/2011,2/11/2019
7580,2012,10/1/2012,9/30/2012,2/11/2019
7581,2013,10/1/2013,9/30/2013,2/11/2019
7582,2014,10/1/2014,9/30/2014,2/11/2019
7583,2004,10/1/2004,9/30/2004,2/11/2019
7584,2005,10/1/2005,9/30/2005,2/11/2019
7585,2006,10/1/2006,9/30/2006,2/11/2019
7586,2007,10/1/2007,9/30/2007,2/11/2019
7587,2008,10/1/2008,9/30/2008,2/11/2019
7588,2009,10/1/2009,9/30/2009,2/11/2019
7589,2010,10/1/2010,9/30/2010,2/11/2019
7590,2011,10/1/2011,9/30/2011,2/11/2019
7591,2012,10/1/2012,9/30/2012,2/11/2019
7592,2013,10/1/2013,9/30/2013,2/11/2019
7593,2014,10/1/2014,9/30/2014,2/11/2019
7594,2004,10/1/2004,9/30/2004,2/11/2019
7595,2005,10/1/2005,9/30/2005,2/11/2019
7596,2006,10/1/2006,9/30/2006,2/11/2019
7597,2007,10/1/2007,9/30/2007,2/11/2019
7598,2008,10/1/2008,9/30/2008,2/11/2019
7599,2009,10/1/2009,9/30/2009,2/11/2019
7600,2010,10/1/2010,9/30/2010,2/11/2019
7601,2011,10/1/2011,9/30/2011,2/11/2019
7602,2012,10/1/2012,9/30/2012,2/11/2019
7603,2013,10/1/2013,9/30/2013,2/11/2019
7604,2014,10/1/2014,9/30/2014,2/11/2019
7605,2004,10/1/2004,9/30/2004,2/11/2019
7606,2005,10/1/2005,9/30/2005,2/11/2019
7607,2006,10/1/2006,9/30/2006,2/11/2019
7608,2007,10/1/2007,9/30/2007,2/11/2019
7609,2008,10/1/2008,9/30/2008,2/11/2019
7610,2009,10/1/2009,9/30/2009,2/11/2019
7611,2010,10/1/2010,9/30/2010,2/11/2019
7612,2011,10/1/2011,9/30/2011,2/11/2019
7613,2012,10/1/2012,9/30/2012,2/11/2019
7614,2013,10/1/2013,9/30/2013,2/11/2019
7615,2014,10/1/2014,9/30/2014,2/11/2019
7616,2004,10/1/2004,9/30/2004,2/11/2019
7617,2005,10/1/2005,9/30/2005,2/11/2019
7618,2006,10/1/2006,9/30/2006,2/11/2019
7619,2007,10/1/2007,9/30/2007,2/11/2019
7620,2008,10/1/2008,9/30/2008,2/11/2019
7621,2009,10/1/2009,9/30/2009,2/11/2019
7622,2010,10/1/2010,9/30/2010,2/11/2019
7623,2011,10/1/2011,9/30/2011,2/11/2019
7624,2012,10/1/2012,9/30/2012,2/11/2019
7625,2013,10/1/2013,9/30/2013,2/11/2019
7626,2014,10/1/2014,9/30/2014,2/11/2019
7627,2004,10/1/2004,9/30/2004,2/11/2019
7628,2005,10/1/2005,9/30/2005,2/11/2019
7629,2006,10/1/2006,9/30/2006,2/11/2019
7630,2007,10/1/2007,9/30/2007,2/11/2019
7631,2008,10/1/2008,9/30/2008,2/11/2019
7632,2009,10/1/2009,9/30/2009,2/11/2019
7633,2010,10/1/2010,9/30/2010,2/11/2019
7634,2011,10/1/2011,9/30/2011,2/11/2019
7635,2012,10/1/2012,9/30/2012,2/11/2019
7636,2013,10/1/2013,9/30/2013,2/11/2019
7637,2014,10/1/2014,9/30/2014,2/11/2019
7638,2004,10/1/2004,9/30/2004,2/11/2019
7639,2005,10/1/2005,9/30/2005,2/11/2019
7640,2006,10/1/2006,9/30/2006,2/11/2019
7641,2007,10/1/2007,9/30/2007,2/11/2019
7642,2008,10/1/2008,9/30/2008,2/11/2019
7643,2009,10/1/2009,9/30/2009,2/11/2019
7644,2010,10/1/2010,9/30/2010,2/11/2019
7645,2011,10/1/2011,9/30/2011,2/11/2019
7646,2012,10/1/2012,9/30/2012,2/11/2019
7647,2013,10/1/2013,9/30/2013,2/11/2019
7648,2014,10/1/2014,9/30/2014,2/11/2019
7649,2004,10/1/2004,9/30/2004,2/11/2019
7650,2005,10/1/2005,9/30/2005,2/11/2019
7651,2006,10/1/2006,9/30/2006,2/11/2019
7652,2007,10/1/2007,9/30/2007,2/11/2019
7653,2008,10/1/2008,9/30/2008,2/11/2019
7654,2009,10/1/2009,9/30/2009,2/11/2019
7655,2010,10/1/2010,9/30/2010,2/11/2019
7656,2011,10/1/2011,9/30/2011,2/11/2019
7657,2012,10/1/2012,9/30/2012,2/11/2019
7658,2013,10/1/2013,9/30/2013,2/11/2019
7659,2014,10/1/2014,9/30/2014,2/11/2019
7660,2004,10/1/2004,9/30/2004,2/11/2019
7661,2005,10/1/2005,9/30/2005,2/11/2019
7662,2006,10/1/2006,9/30/2006,2/11/2019
7663,2007,10/1/2007,9/30/2007,2/11/2019
7664,2008,10/1/2008,9/30/2008,2/11/2019
7665,2009,10/1/2009,9/30/2009,2/11/2019
7666,2010,10/1/2010,9/30/2010,2/11/2019
7667,2011,10/1/2011,9/30/2011,2/11/2019
7668,2012,10/1/2012,9/30/2012,2/11/2019
7669,2013,10/1/2013,9/30/2013,2/11/2019
7670,2014,10/1/2014,9/30/2014,2/11/2019
7671,2004,10/1/2004,9/30/2004,2/11/2019
7672,2005,10/1/2005,9/30/2005,2/11/2019
7673,2006,10/1/2006,9/30/2006,2/11/2019
7674,2007,10/1/2007,9/30/2007,2/11/2019
7675,2008,10/1/2008,9/30/2008,2/11/2019
7676,2009,10/1/2009,9/30/2009,2/11/2019
7677,2010,10/1/2010,9/30/2010,2/11/2019
7678,2011,10/1/2011,9/30/2011,2/11/2019
7679,2012,10/1/2012,9/30/2012,2/11/2019
7680,2013,10/1/2013,9/30/2013,2/11/2019
7681,2014,10/1/2014,9/30/2014,2/11/2019
7682,2004,10/1/2004,9/30/2004,2/11/2019
7683,2005,10/1/2005,9/30/2005,2/11/2019
7684,2006,10/1/2006,9/30/2006,2/11/2019
7685,2007,10/1/2007,9/30/2007,2/11/2019
7686,2008,10/1/2008,9/30/2008,2/11/2019
7687,2009,10/1/2009,9/30/2009,2/11/2019
7688,2010,10/1/2010,9/30/2010,2/11/2019
7689,2011,10/1/2011,9/30/2011,2/11/2019
7690,2012,10/1/2012,9/30/2012,2/11/2019
7691,2013,10/1/2013,9/30/2013,2/11/2019
7692,2014,10/1/2014,9/30/2014,2/11/2019
7693,2004,10/1/2004,9/30/2004,2/11/2019
7694,2005,10/1/2005,9/30/2005,2/11/2019
7695,2006,10/1/2006,9/30/2006,2/11/2019
7696,2007,10/1/2007,9/30/2007,2/11/2019
7697,2008,10/1/2008,9/30/2008,2/11/2019
7698,2009,10/1/2009,9/30/2009,2/11/2019
7699,2010,10/1/2010,9/30/2010,2/11/2019
7700,2011,10/1/2011,9/30/2011,2/11/2019
7701,2012,10/1/2012,9/30/2012,2/11/2019
7702,2013,10/1/2013,9/30/2013,2/11/2019
7703,2014,10/1/2014,9/30/2014,2/11/2019
7704,2004,10/1/2004,9/30/2004,2/11/2019
7705,2005,10/1/2005,9/30/2005,2/11/2019
7706,2006,10/1/2006,9/30/2006,2/11/2019
7707,2007,10/1/2007,9/30/2007,2/11/2019
7708,2008,10/1/2008,9/30/2008,2/11/2019
7709,2009,10/1/2009,9/30/2009,2/11/2019
7710,2010,10/1/2010,9/30/2010,2/11/2019
7711,2011,10/1/2011,9/30/2011,2/11/2019
7712,2012,10/1/2012,9/30/2012,2/11/2019
7713,2013,10/1/2013,9/30/2013,2/11/2019
7714,2014,10/1/2014,9/30/2014,2/11/2019
7715,2004,10/1/2004,9/30/2004,2/11/2019
7716,2005,10/1/2005,9/30/2005,2/11/2019
7717,2006,10/1/2006,9/30/2006,2/11/2019
7718,2007,10/1/2007,9/30/2007,2/11/2019
7719,2008,10/1/2008,9/30/2008,2/11/2019
7720,2009,10/1/2009,9/30/2009,2/11/2019
7721,2010,10/1/2010,9/30/2010,2/11/2019
7722,2011,10/1/2011,9/30/2011,2/11/2019
7723,2012,10/1/2012,9/30/2012,2/11/2019
7724,2013,10/1/2013,9/30/2013,2/11/2019
7725,2014,10/1/2014,9/30/2014,2/11/2019
7726,2004,10/1/2004,9/30/2004,2/11/2019
7727,2005,10/1/2005,9/30/2005,2/11/2019
7728,2006,10/1/2006,9/30/2006,2/11/2019
7729,2007,10/1/2007,9/30/2007,2/11/2019
7730,2008,10/1/2008,9/30/2008,2/11/2019
7731,2009,10/1/2009,9/30/2009,2/11/2019
7732,2010,10/1/2010,9/30/2010,2/11/2019
7733,2011,10/1/2011,9/30/2011,2/11/2019
7734,2012,10/1/2012,9/30/2012,2/11/2019
7735,2013,10/1/2013,9/30/2013,2/11/2019
7736,2014,10/1/2014,9/30/2014,2/11/2019
7737,2004,10/1/2004,9/30/2004,2/11/2019
7738,2005,10/1/2005,9/30/2005,2/11/2019
7739,2006,10/1/2006,9/30/2006,2/11/2019
7740,2007,10/1/2007,9/30/2007,2/11/2019
7741,2008,10/1/2008,9/30/2008,2/11/2019
7742,2009,10/1/2009,9/30/2009,2/11/2019
7743,2010,10/1/2010,9/30/2010,2/11/2019
7744,2011,10/1/2011,9/30/2011,2/11/2019
7745,2012,10/1/2012,9/30/2012,2/11/2019
7746,2013,10/1/2013,9/30/2013,2/11/2019
7747,2014,10/1/2014,9/30/2014,2/11/2019
7748,2004,10/1/2004,9/30/2004,2/11/2019
7749,2005,10/1/2005,9/30/2005,2/11/2019
7750,2006,10/1/2006,9/30/2006,2/11/2019
7751,2007,10/1/2007,9/30/2007,2/11/2019
7752,2008,10/1/2008,9/30/2008,2/11/2019
7753,2009,10/1/2009,9/30/2009,2/11/2019
7754,2010,10/1/2010,9/30/2010,2/11/2019
7755,2011,10/1/2011,9/30/2011,2/11/2019
7756,2012,10/1/2012,9/30/2012,2/11/2019
7757,2013,10/1/2013,9/30/2013,2/11/2019
7758,2014,10/1/2014,9/30/2014,2/11/2019
7759,2004,10/1/2004,9/30/2004,2/11/2019
7760,2005,10/1/2005,9/30/2005,2/11/2019
7761,2006,10/1/2006,9/30/2006,2/11/2019
7762,2007,10/1/2007,9/30/2007,2/11/2019
7763,2008,10/1/2008,9/30/2008,2/11/2019
7764,2009,10/1/2009,9/30/2009,2/11/2019
7765,2010,10/1/2010,9/30/2010,2/11/2019
7766,2011,10/1/2011,9/30/2011,2/11/2019
7767,2012,10/1/2012,9/30/2012,2/11/2019
7768,2013,10/1/2013,9/30/2013,2/11/2019
7769,2014,10/1/2014,9/30/2014,2/11/2019
7770,2004,10/1/2004,9/30/2004,2/11/2019
7771,2005,10/1/2005,9/30/2005,2/11/2019
7772,2006,10/1/2006,9/30/2006,2/11/2019
7773,2007,10/1/2007,9/30/2007,2/11/2019
7774,2008,10/1/2008,9/30/2008,2/11/2019
7775,2009,10/1/2009,9/30/2009,2/11/2019
7776,2010,10/1/2010,9/30/2010,2/11/2019
7777,2011,10/1/2011,9/30/2011,2/11/2019
7778,2012,10/1/2012,9/30/2012,2/11/2019
7779,2013,10/1/2013,9/30/2013,2/11/2019
7780,2014,10/1/2014,9/30/2014,2/11/2019
7781,2004,10/1/2004,9/30/2004,2/11/2019
7782,2005,10/1/2005,9/30/2005,2/11/2019
7783,2006,10/1/2006,9/30/2006,2/11/2019
7784,2007,10/1/2007,9/30/2007,2/11/2019
7785,2008,10/1/2008,9/30/2008,2/11/2019
7786,2009,10/1/2009,9/30/2009,2/11/2019
7787,2010,10/1/2010,9/30/2010,2/11/2019
7788,2011,10/1/2011,9/30/2011,2/11/2019
7789,2012,10/1/2012,9/30/2012,2/11/2019
7790,2013,10/1/2013,9/30/2013,2/11/2019
7791,2014,10/1/2014,9/30/2014,2/11/2019
7792,2004,10/1/2004,9/30/2004,2/11/2019
7793,2005,10/1/2005,9/30/2005,2/11/2019
7794,2006,10/1/2006,9/30/2006,2/11/2019
7795,2007,10/1/2007,9/30/2007,2/11/2019
7796,2008,10/1/2008,9/30/2008,2/11/2019
7797,2009,10/1/2009,9/30/2009,2/11/2019
7798,2010,10/1/2010,9/30/2010,2/11/2019
7799,2011,10/1/2011,9/30/2011,2/11/2019
7800,2012,10/1/2012,9/30/2012,2/11/2019
7801,2013,10/1/2013,9/30/2013,2/11/2019
7802,2014,10/1/2014,9/30/2014,2/11/2019
7803,2004,10/1/2004,9/30/2004,2/11/2019
7804,2005,10/1/2005,9/30/2005,2/11/2019
7805,2006,10/1/2006,9/30/2006,2/11/2019
7806,2007,10/1/2007,9/30/2007,2/11/2019
7807,2008,10/1/2008,9/30/2008,2/11/2019
7808,2009,10/1/2009,9/30/2009,2/11/2019
7809,2010,10/1/2010,9/30/2010,2/11/2019
7810,2011,10/1/2011,9/30/2011,2/11/2019
7811,2012,10/1/2012,9/30/2012,2/11/2019
7812,2013,10/1/2013,9/30/2013,2/11/2019
7813,2014,10/1/2014,9/30/2014,2/11/2019
7814,2004,10/1/2004,9/30/2004,2/11/2019
7815,2005,10/1/2005,9/30/2005,2/11/2019
7816,2006,10/1/2006,9/30/2006,2/11/2019
7817,2007,10/1/2007,9/30/2007,2/11/2019
7818,2008,10/1/2008,9/30/2008,2/11/2019
7819,2009,10/1/2009,9/30/2009,2/11/2019
7820,2010,10/1/2010,9/30/2010,2/11/2019
7821,2011,10/1/2011,9/30/2011,2/11/2019
7822,2012,10/1/2012,9/30/2012,2/11/2019
7823,2013,10/1/2013,9/30/2013,2/11/2019
7824,2014,10/1/2014,9/30/2014,2/11/2019
7825,2004,10/1/2004,9/30/2004,2/11/2019
7826,2005,10/1/2005,9/30/2005,2/11/2019
7827,2006,10/1/2006,9/30/2006,2/11/2019
7828,2007,10/1/2007,9/30/2007,2/11/2019
7829,2008,10/1/2008,9/30/2008,2/11/2019
7830,2009,10/1/2009,9/30/2009,2/11/2019
7831,2010,10/1/2010,9/30/2010,2/11/2019
7832,2011,10/1/2011,9/30/2011,2/11/2019
7833,2012,10/1/2012,9/30/2012,2/11/2019
7834,2013,10/1/2013,9/30/2013,2/11/2019
7835,2014,10/1/2014,9/30/2014,2/11/2019
7836,2004,10/1/2004,9/30/2004,2/11/2019
7837,2005,10/1/2005,9/30/2005,2/11/2019
7838,2006,10/1/2006,9/30/2006,2/11/2019
7839,2007,10/1/2007,9/30/2007,2/11/2019
7840,2008,10/1/2008,9/30/2008,2/11/2019
7841,2009,10/1/2009,9/30/2009,2/11/2019
7842,2010,10/1/2010,9/30/2010,2/11/2019
7843,2011,10/1/2011,9/30/2011,2/11/2019
7844,2012,10/1/2012,9/30/2012,2/11/2019
7845,2013,10/1/2013,9/30/2013,2/11/2019
7846,2014,10/1/2014,9/30/2014,2/11/2019
7847,2004,10/1/2004,9/30/2004,2/11/2019
7848,2005,10/1/2005,9/30/2005,2/11/2019
7849,2006,10/1/2006,9/30/2006,2/11/2019
7850,2007,10/1/2007,9/30/2007,2/11/2019
7851,2008,10/1/2008,9/30/2008,2/11/2019
7852,2009,10/1/2009,9/30/2009,2/11/2019
7853,2010,10/1/2010,9/30/2010,2/11/2019
7854,2011,10/1/2011,9/30/2011,2/11/2019
7855,2012,10/1/2012,9/30/2012,2/11/2019
7856,2013,10/1/2013,9/30/2013,2/11/2019
7857,2014,10/1/2014,9/30/2014,2/11/2019
7858,2004,10/1/2004,9/30/2004,2/11/2019
7859,2005,10/1/2005,9/30/2005,2/11/2019
7860,2006,10/1/2006,9/30/2006,2/11/2019
7861,2007,10/1/2007,9/30/2007,2/11/2019
7862,2008,10/1/2008,9/30/2008,2/11/2019
7863,2009,10/1/2009,9/30/2009,2/11/2019
7864,2010,10/1/2010,9/30/2010,2/11/2019
7865,2011,10/1/2011,9/30/2011,2/11/2019
7866,2012,10/1/2012,9/30/2012,2/11/2019
7867,2013,10/1/2013,9/30/2013,2/11/2019
7868,2014,10/1/2014,9/30/2014,2/11/2019
7869,2004,10/1/2004,9/30/2004,2/11/2019
7870,2005,10/1/2005,9/30/2005,2/11/2019
7871,2006,10/1/2006,9/30/2006,2/11/2019
7872,2007,10/1/2007,9/30/2007,2/11/2019
7873,2008,10/1/2008,9/30/2008,2/11/2019
7874,2009,10/1/2009,9/30/2009,2/11/2019
7875,2010,10/1/2010,9/30/2010,2/11/2019
7876,2011,10/1/2011,9/30/2011,2/11/2019
7877,2012,10/1/2012,9/30/2012,2/11/2019
7878,2013,10/1/2013,9/30/2013,2/11/2019
7879,2014,10/1/2014,9/30/2014,2/11/2019
7880,2004,10/1/2004,9/30/2004,2/11/2019
7881,2005,10/1/2005,9/30/2005,2/11/2019
7882,2006,10/1/2006,9/30/2006,2/11/2019
7883,2007,10/1/2007,9/30/2007,2/11/2019
7884,2008,10/1/2008,9/30/2008,2/11/2019
7885,2009,10/1/2009,9/30/2009,2/11/2019
7886,2010,10/1/2010,9/30/2010,2/11/2019
7887,2011,10/1/2011,9/30/2011,2/11/2019
7888,2012,10/1/2012,9/30/2012,2/11/2019
7889,2013,10/1/2013,9/30/2013,2/11/2019
7890,2014,10/1/2014,9/30/2014,2/11/2019
7891,2004,10/1/2004,9/30/2004,2/11/2019
7892,2005,10/1/2005,9/30/2005,2/11/2019
7893,2006,10/1/2006,9/30/2006,2/11/2019
7894,2007,10/1/2007,9/30/2007,2/11/2019
7895,2008,10/1/2008,9/30/2008,2/11/2019
7896,2009,10/1/2009,9/30/2009,2/11/2019
7897,2010,10/1/2010,9/30/2010,2/11/2019
7898,2011,10/1/2011,9/30/2011,2/11/2019
7899,2012,10/1/2012,9/30/2012,2/11/2019
7900,2013,10/1/2013,9/30/2013,2/11/2019
7901,2014,10/1/2014,9/30/2014,2/11/2019
7902,2004,10/1/2004,9/30/2004,2/11/2019
7903,2005,10/1/2005,9/30/2005,2/11/2019
7904,2006,10/1/2006,9/30/2006,2/11/2019
7905,2007,10/1/2007,9/30/2007,2/11/2019
7906,2008,10/1/2008,9/30/2008,2/11/2019
7907,2009,10/1/2009,9/30/2009,2/11/2019
7908,2010,10/1/2010,9/30/2010,2/11/2019
7909,2011,10/1/2011,9/30/2011,2/11/2019
7910,2012,10/1/2012,9/30/2012,2/11/2019
7911,2013,10/1/2013,9/30/2013,2/11/2019
7912,2014,10/1/2014,9/30/2014,2/11/2019
7913,2004,10/1/2004,9/30/2004,2/11/2019
7914,2005,10/1/2005,9/30/2005,2/11/2019
7915,2006,10/1/2006,9/30/2006,2/11/2019
7916,2007,10/1/2007,9/30/2007,2/11/2019
7917,2008,10/1/2008,9/30/2008,2/11/2019
7918,2009,10/1/2009,9/30/2009,2/11/2019
7919,2010,10/1/2010,9/30/2010,2/11/2019
7920,2011,10/1/2011,9/30/2011,2/11/2019
7921,2012,10/1/2012,9/30/2012,2/11/2019
7922,2013,10/1/2013,9/30/2013,2/11/2019
7923,2014,10/1/2014,9/30/2014,2/11/2019
7924,2004,10/1/2004,9/30/2004,2/11/2019
7925,2005,10/1/2005,9/30/2005,2/11/2019
7926,2006,10/1/2006,9/30/2006,2/11/2019
7927,2007,10/1/2007,9/30/2007,2/11/2019
7928,2008,10/1/2008,9/30/2008,2/11/2019
7929,2009,10/1/2009,9/30/2009,2/11/2019
7930,2010,10/1/2010,9/30/2010,2/11/2019
7931,2011,10/1/2011,9/30/2011,2/11/2019
7932,2012,10/1/2012,9/30/2012,2/11/2019
7933,2013,10/1/2013,9/30/2013,2/11/2019
7934,2014,10/1/2014,9/30/2014,2/11/2019
7935,2004,10/1/2004,9/30/2004,2/11/2019
7936,2005,10/1/2005,9/30/2005,2/11/2019
7937,2006,10/1/2006,9/30/2006,2/11/2019
7938,2007,10/1/2007,9/30/2007,2/11/2019
7939,2008,10/1/2008,9/30/2008,2/11/2019
7940,2009,10/1/2009,9/30/2009,2/11/2019
7941,2010,10/1/2010,9/30/2010,2/11/2019
7942,2011,10/1/2011,9/30/2011,2/11/2019
7943,2012,10/1/2012,9/30/2012,2/11/2019
7944,2013,10/1/2013,9/30/2013,2/11/2019
7945,2014,10/1/2014,9/30/2014,2/11/2019
7946,2004,10/1/2004,9/30/2004,2/11/2019
7947,2005,10/1/2005,9/30/2005,2/11/2019
7948,2006,10/1/2006,9/30/2006,2/11/2019
7949,2007,10/1/2007,9/30/2007,2/11/2019
7950,2008,10/1/2008,9/30/2008,2/11/2019
7951,2009,10/1/2009,9/30/2009,2/11/2019
7952,2010,10/1/2010,9/30/2010,2/11/2019
7953,2011,10/1/2011,9/30/2011,2/11/2019
7954,2012,10/1/2012,9/30/2012,2/11/2019
7955,2013,10/1/2013,9/30/2013,2/11/2019
7956,2014,10/1/2014,9/30/2014,2/11/2019
7957,2004,10/1/2004,9/30/2004,2/11/2019
7958,2005,10/1/2005,9/30/2005,2/11/2019
7959,2006,10/1/2006,9/30/2006,2/11/2019
7960,2007,10/1/2007,9/30/2007,2/11/2019
