AmountMetadataID,BeneficialUseCategory,PrimaryUseCategory,USGSCategoryCV,SDWISIdentifier,NAICSCodeCV,PopulationServed,IrrigatedAcreage,IrrigationMethod,CropType,PowerGeneratedGWh,Geometry,InterbasinTransferFromID,InterbasinTransferToID
8772,Municipal/Industrial,,Public Supply,,,,,,,,,,
8773,Municipal/Industrial,,Public Supply,,,,,,,,,,
8774,Municipal/Industrial,,Public Supply,,,,,,,,,,
8775,Municipal/Industrial,,Public Supply,,,,,,,,,,
8776,Municipal/Industrial,,Public Supply,,,,,,,,,,
8777,Municipal/Industrial,,Public Supply,,,,,,,,,,
8778,Municipal/Industrial,,Public Supply,,,,,,,,,,
8779,Municipal/Industrial,,Public Supply,,,,,,,,,,
8780,Municipal/Industrial,,Public Supply,,,,,,,,,,
8781,Municipal/Industrial,,Public Supply,,,,,,,,,,
8782,Municipal/Industrial,,Public Supply,,,,,,,,,,
8783,Municipal/Industrial,,Public Supply,,,,,,,,,,
8784,Municipal/Industrial,,Public Supply,,,,,,,,,,
8785,Municipal/Industrial,,Public Supply,,,,,,,,,,
8786,Municipal/Industrial,,Public Supply,,,,,,,,,,
8787,Municipal/Industrial,,Public Supply,,,,,,,,,,
8788,Municipal/Industrial,,Public Supply,,,,,,,,,,
8789,Municipal/Industrial,,Public Supply,,,,,,,,,,
8790,Municipal/Industrial,,Public Supply,,,,,,,,,,
8791,Municipal/Industrial,,Public Supply,,,,,,,,,,
8792,Municipal/Industrial,,Public Supply,,,,,,,,,,
8793,Municipal/Industrial,,Public Supply,,,,,,,,,,
8794,Municipal/Industrial,,Public Supply,,,,,,,,,,
8795,Municipal/Industrial,,Public Supply,,,,,,,,,,
8796,Municipal/Industrial,,Public Supply,,,,,,,,,,
8797,Municipal/Industrial,,Public Supply,,,,,,,,,,
8798,Municipal/Industrial,,Public Supply,,,,,,,,,,
8799,Municipal/Industrial,,Public Supply,,,,,,,,,,
8800,Municipal/Industrial,,Public Supply,,,,,,,,,,
8801,Municipal/Industrial,,Public Supply,,,,,,,,,,
8802,Municipal/Industrial,,Public Supply,,,,,,,,,,
8803,Municipal/Industrial,,Public Supply,,,,,,,,,,
8804,Municipal/Industrial,,Public Supply,,,,,,,,,,
8805,Municipal/Industrial,,Public Supply,,,,,,,,,,
8806,Municipal/Industrial,,Public Supply,,,,,,,,,,
8807,Municipal/Industrial,,Public Supply,,,,,,,,,,
8808,Municipal/Industrial,,Public Supply,,,,,,,,,,
8809,Municipal/Industrial,,Public Supply,,,,,,,,,,
8810,Municipal/Industrial,,Public Supply,,,,,,,,,,
8811,Municipal/Industrial,,Public Supply,,,,,,,,,,
8812,Municipal/Industrial,,Public Supply,,,,,,,,,,
8813,Municipal/Industrial,,Public Supply,,,,,,,,,,
8814,Municipal/Industrial,,Public Supply,,,,,,,,,,
8815,Municipal/Industrial,,Public Supply,,,,,,,,,,
8816,Municipal/Industrial,,Public Supply,,,,,,,,,,
8817,Municipal/Industrial,,Public Supply,,,,,,,,,,
8818,Municipal/Industrial,,Public Supply,,,,,,,,,,
8819,Municipal/Industrial,,Public Supply,,,,,,,,,,
8820,Municipal/Industrial,,Public Supply,,,,,,,,,,
8821,Municipal/Industrial,,Public Supply,,,,,,,,,,
8822,Municipal/Industrial,,Public Supply,,,,,,,,,,
8823,Municipal/Industrial,,Public Supply,,,,,,,,,,
8824,Municipal/Industrial,,Public Supply,,,,,,,,,,
8825,Municipal/Industrial,,Public Supply,,,,,,,,,,
8826,Municipal/Industrial,,Public Supply,,,,,,,,,,
8827,Municipal/Industrial,,Public Supply,,,,,,,,,,
8828,Municipal/Industrial,,Public Supply,,,,,,,,,,
8829,Municipal/Industrial,,Public Supply,,,,,,,,,,
8830,Municipal/Industrial,,Public Supply,,,,,,,,,,
8831,Municipal/Industrial,,Public Supply,,,,,,,,,,
8832,Municipal/Industrial,,Public Supply,,,,,,,,,,
8833,Municipal/Industrial,,Public Supply,,,,,,,,,,
8834,Municipal/Industrial,,Public Supply,,,,,,,,,,
8835,Municipal/Industrial,,Public Supply,,,,,,,,,,
8836,Municipal/Industrial,,Public Supply,,,,,,,,,,
8837,Municipal/Industrial,,Public Supply,,,,,,,,,,
8838,Municipal/Industrial,,Public Supply,,,,,,,,,,
8839,Municipal/Industrial,,Public Supply,,,,,,,,,,
8840,Municipal/Industrial,,Public Supply,,,,,,,,,,
8841,Municipal/Industrial,,Public Supply,,,,,,,,,,
8842,Municipal/Industrial,,Public Supply,,,,,,,,,,
8843,Municipal/Industrial,,Public Supply,,,,,,,,,,
8844,Municipal/Industrial,,Public Supply,,,,,,,,,,
8845,Municipal/Industrial,,Public Supply,,,,,,,,,,
8846,Municipal/Industrial,,Public Supply,,,,,,,,,,
8847,Municipal/Industrial,,Public Supply,,,,,,,,,,
8848,Municipal/Industrial,,Public Supply,,,,,,,,,,
8849,Municipal/Industrial,,Public Supply,,,,,,,,,,
8850,Municipal/Industrial,,Public Supply,,,,,,,,,,
8851,Municipal/Industrial,,Public Supply,,,,,,,,,,
8852,Municipal/Industrial,,Public Supply,,,,,,,,,,
8853,Municipal/Industrial,,Public Supply,,,,,,,,,,
8854,Municipal/Industrial,,Public Supply,,,,,,,,,,
8855,Municipal/Industrial,,Public Supply,,,,,,,,,,
8856,Municipal/Industrial,,Public Supply,,,,,,,,,,
8857,Municipal/Industrial,,Public Supply,,,,,,,,,,
8858,Municipal/Industrial,,Public Supply,,,,,,,,,,
8859,Municipal/Industrial,,Public Supply,,,,,,,,,,
8860,Municipal/Industrial,,Public Supply,,,,,,,,,,
8861,Municipal/Industrial,,Public Supply,,,,,,,,,,
8862,Municipal/Industrial,,Public Supply,,,,,,,,,,
8863,Municipal/Industrial,,Public Supply,,,,,,,,,,
8864,Municipal/Industrial,,Public Supply,,,,,,,,,,
8865,Municipal/Industrial,,Public Supply,,,,,,,,,,
8866,Municipal/Industrial,,Public Supply,,,,,,,,,,
8867,Municipal/Industrial,,Public Supply,,,,,,,,,,
8868,Municipal/Industrial,,Public Supply,,,,,,,,,,
8869,Municipal/Industrial,,Public Supply,,,,,,,,,,
8870,Municipal/Industrial,,Public Supply,,,,,,,,,,
8871,Municipal/Industrial,,Public Supply,,,,,,,,,,
8872,Municipal/Industrial,,Public Supply,,,,,,,,,,
8873,Municipal/Industrial,,Public Supply,,,,,,,,,,
8874,Municipal/Industrial,,Public Supply,,,,,,,,,,
8875,Municipal/Industrial,,Public Supply,,,,,,,,,,
8876,Municipal/Industrial,,Public Supply,,,,,,,,,,
8877,Municipal/Industrial,,Public Supply,,,,,,,,,,
8878,Municipal/Industrial,,Public Supply,,,,,,,,,,
8879,Municipal/Industrial,,Public Supply,,,,,,,,,,
8880,Municipal/Industrial,,Public Supply,,,,,,,,,,
8881,Municipal/Industrial,,Public Supply,,,,,,,,,,
8882,Municipal/Industrial,,Public Supply,,,,,,,,,,
8883,Municipal/Industrial,,Public Supply,,,,,,,,,,
8884,Municipal/Industrial,,Public Supply,,,,,,,,,,
8885,Municipal/Industrial,,Public Supply,,,,,,,,,,
8886,Municipal/Industrial,,Public Supply,,,,,,,,,,
8887,Municipal/Industrial,,Public Supply,,,,,,,,,,
8888,Municipal/Industrial,,Public Supply,,,,,,,,,,
8889,Municipal/Industrial,,Public Supply,,,,,,,,,,
8890,Municipal/Industrial,,Public Supply,,,,,,,,,,
8891,Municipal/Industrial,,Public Supply,,,,,,,,,,
8892,Municipal/Industrial,,Public Supply,,,,,,,,,,
8893,Municipal/Industrial,,Public Supply,,,,,,,,,,
8894,Municipal/Industrial,,Public Supply,,,,,,,,,,
8895,Municipal/Industrial,,Public Supply,,,,,,,,,,
8896,Municipal/Industrial,,Public Supply,,,,,,,,,,
8897,Municipal/Industrial,,Public Supply,,,,,,,,,,
8898,Municipal/Industrial,,Public Supply,,,,,,,,,,
8899,Municipal/Industrial,,Public Supply,,,,,,,,,,
8900,Municipal/Industrial,,Public Supply,,,,,,,,,,
8901,Municipal/Industrial,,Public Supply,,,,,,,,,,
8902,Municipal/Industrial,,Public Supply,,,,,,,,,,
8903,Municipal/Industrial,,Public Supply,,,,,,,,,,
8904,Municipal/Industrial,,Public Supply,,,,,,,,,,
8905,Municipal/Industrial,,Public Supply,,,,,,,,,,
8906,Municipal/Industrial,,Public Supply,,,,,,,,,,
8907,Municipal/Industrial,,Public Supply,,,,,,,,,,
8908,Municipal/Industrial,,Public Supply,,,,,,,,,,
8909,Municipal/Industrial,,Public Supply,,,,,,,,,,
8910,Municipal/Industrial,,Public Supply,,,,,,,,,,
8911,Municipal/Industrial,,Public Supply,,,,,,,,,,
8912,Municipal/Industrial,,Public Supply,,,,,,,,,,
8913,Municipal/Industrial,,Public Supply,,,,,,,,,,
8914,Municipal/Industrial,,Public Supply,,,,,,,,,,
8915,Municipal/Industrial,,Public Supply,,,,,,,,,,
8916,Municipal/Industrial,,Public Supply,,,,,,,,,,
8917,Municipal/Industrial,,Public Supply,,,,,,,,,,
8918,Municipal/Industrial,,Public Supply,,,,,,,,,,
8919,Municipal/Industrial,,Public Supply,,,,,,,,,,
8920,Municipal/Industrial,,Public Supply,,,,,,,,,,
8921,Municipal/Industrial,,Public Supply,,,,,,,,,,
8922,Municipal/Industrial,,Public Supply,,,,,,,,,,
8923,Municipal/Industrial,,Public Supply,,,,,,,,,,
8924,Municipal/Industrial,,Public Supply,,,,,,,,,,
8925,Municipal/Industrial,,Public Supply,,,,,,,,,,
8926,Municipal/Industrial,,Public Supply,,,,,,,,,,
8927,Municipal/Industrial,,Public Supply,,,,,,,,,,
8928,Municipal/Industrial,,Public Supply,,,,,,,,,,
8929,Municipal/Industrial,,Public Supply,,,,,,,,,,
8930,Municipal/Industrial,,Public Supply,,,,,,,,,,
8931,Municipal/Industrial,,Public Supply,,,,,,,,,,
8932,Municipal/Industrial,,Public Supply,,,,,,,,,,
8933,Municipal/Industrial,,Public Supply,,,,,,,,,,
8934,Municipal/Industrial,,Public Supply,,,,,,,,,,
8935,Municipal/Industrial,,Public Supply,,,,,,,,,,
8936,Municipal/Industrial,,Public Supply,,,,,,,,,,
8937,Municipal/Industrial,,Public Supply,,,,,,,,,,
8938,Municipal/Industrial,,Public Supply,,,,,,,,,,
8939,Municipal/Industrial,,Public Supply,,,,,,,,,,
8940,Municipal/Industrial,,Public Supply,,,,,,,,,,
8941,Municipal/Industrial,,Public Supply,,,,,,,,,,
8942,Municipal/Industrial,,Public Supply,,,,,,,,,,
8943,Municipal/Industrial,,Public Supply,,,,,,,,,,
8944,Municipal/Industrial,,Public Supply,,,,,,,,,,
8945,Municipal/Industrial,,Public Supply,,,,,,,,,,
8946,Municipal/Industrial,,Public Supply,,,,,,,,,,
8947,Municipal/Industrial,,Public Supply,,,,,,,,,,
8948,Municipal/Industrial,,Public Supply,,,,,,,,,,
8949,Municipal/Industrial,,Public Supply,,,,,,,,,,
8950,Municipal/Industrial,,Public Supply,,,,,,,,,,
8951,Municipal/Industrial,,Public Supply,,,,,,,,,,
8952,Municipal/Industrial,,Public Supply,,,,,,,,,,
8953,Municipal/Industrial,,Public Supply,,,,,,,,,,
8954,Municipal/Industrial,,Public Supply,,,,,,,,,,
8955,Municipal/Industrial,,Public Supply,,,,,,,,,,
8956,Municipal/Industrial,,Public Supply,,,,,,,,,,
8957,Municipal/Industrial,,Public Supply,,,,,,,,,,
8958,Municipal/Industrial,,Public Supply,,,,,,,,,,
8959,Municipal/Industrial,,Public Supply,,,,,,,,,,
8960,Municipal/Industrial,,Public Supply,,,,,,,,,,
8961,Municipal/Industrial,,Public Supply,,,,,,,,,,
8962,Municipal/Industrial,,Public Supply,,,,,,,,,,
8963,Municipal/Industrial,,Public Supply,,,,,,,,,,
8964,Municipal/Industrial,,Public Supply,,,,,,,,,,
8965,Municipal/Industrial,,Public Supply,,,,,,,,,,
8966,Municipal/Industrial,,Public Supply,,,,,,,,,,
8967,Municipal/Industrial,,Public Supply,,,,,,,,,,
8968,Municipal/Industrial,,Public Supply,,,,,,,,,,
8969,Municipal/Industrial,,Public Supply,,,,,,,,,,
8970,Municipal/Industrial,,Public Supply,,,,,,,,,,
8971,Municipal/Industrial,,Public Supply,,,,,,,,,,
8972,Municipal/Industrial,,Public Supply,,,,,,,,,,
8973,Municipal/Industrial,,Public Supply,,,,,,,,,,
8974,Municipal/Industrial,,Public Supply,,,,,,,,,,
8975,Municipal/Industrial,,Public Supply,,,,,,,,,,
8976,Municipal/Industrial,,Public Supply,,,,,,,,,,
8977,Municipal/Industrial,,Public Supply,,,,,,,,,,
8978,Municipal/Industrial,,Public Supply,,,,,,,,,,
8979,Municipal/Industrial,,Public Supply,,,,,,,,,,
8980,Municipal/Industrial,,Public Supply,,,,,,,,,,
8981,Municipal/Industrial,,Public Supply,,,,,,,,,,
8982,Municipal/Industrial,,Public Supply,,,,,,,,,,
8983,Municipal/Industrial,,Public Supply,,,,,,,,,,
8984,Municipal/Industrial,,Public Supply,,,,,,,,,,
8985,Municipal/Industrial,,Public Supply,,,,,,,,,,
8986,Municipal/Industrial,,Public Supply,,,,,,,,,,
8987,Municipal/Industrial,,Public Supply,,,,,,,,,,
8988,Municipal/Industrial,,Public Supply,,,,,,,,,,
8989,Municipal/Industrial,,Public Supply,,,,,,,,,,
8990,Municipal/Industrial,,Public Supply,,,,,,,,,,
8991,Municipal/Industrial,,Public Supply,,,,,,,,,,
8992,Municipal/Industrial,,Public Supply,,,,,,,,,,
8993,Municipal/Industrial,,Public Supply,,,,,,,,,,
8994,Municipal/Industrial,,Public Supply,,,,,,,,,,
8995,Municipal/Industrial,,Public Supply,,,,,,,,,,
8996,Municipal/Industrial,,Public Supply,,,,,,,,,,
8997,Municipal/Industrial,,Public Supply,,,,,,,,,,
8998,Municipal/Industrial,,Public Supply,,,,,,,,,,
8999,Municipal/Industrial,,Public Supply,,,,,,,,,,
9000,Municipal/Industrial,,Public Supply,,,,,,,,,,
9001,Municipal/Industrial,,Public Supply,,,,,,,,,,
9002,Municipal/Industrial,,Public Supply,,,,,,,,,,
9003,Municipal/Industrial,,Public Supply,,,,,,,,,,
9004,Municipal/Industrial,,Public Supply,,,,,,,,,,
9005,Municipal/Industrial,,Public Supply,,,,,,,,,,
9006,Municipal/Industrial,,Public Supply,,,,,,,,,,
9007,Municipal/Industrial,,Public Supply,,,,,,,,,,
9008,Municipal/Industrial,,Public Supply,,,,,,,,,,
9009,Municipal/Industrial,,Public Supply,,,,,,,,,,
9010,Municipal/Industrial,,Public Supply,,,,,,,,,,
9011,Municipal/Industrial,,Public Supply,,,,,,,,,,
9012,Municipal/Industrial,,Public Supply,,,,,,,,,,
9013,Municipal/Industrial,,Public Supply,,,,,,,,,,
9014,Municipal/Industrial,,Public Supply,,,,,,,,,,
9015,Municipal/Industrial,,Public Supply,,,,,,,,,,
9016,Municipal/Industrial,,Public Supply,,,,,,,,,,
9017,Municipal/Industrial,,Public Supply,,,,,,,,,,
9018,Municipal/Industrial,,Public Supply,,,,,,,,,,
9019,Municipal/Industrial,,Public Supply,,,,,,,,,,
9020,Municipal/Industrial,,Public Supply,,,,,,,,,,
9021,Municipal/Industrial,,Public Supply,,,,,,,,,,
9022,Municipal/Industrial,,Public Supply,,,,,,,,,,
9023,Municipal/Industrial,,Public Supply,,,,,,,,,,
9024,Municipal/Industrial,,Public Supply,,,,,,,,,,
9025,Municipal/Industrial,,Public Supply,,,,,,,,,,
9026,Municipal/Industrial,,Public Supply,,,,,,,,,,
9027,Municipal/Industrial,,Public Supply,,,,,,,,,,
9028,Municipal/Industrial,,Public Supply,,,,,,,,,,
9029,Municipal/Industrial,,Public Supply,,,,,,,,,,
9030,Municipal/Industrial,,Public Supply,,,,,,,,,,
9031,Municipal/Industrial,,Public Supply,,,,,,,,,,
9032,Municipal/Industrial,,Public Supply,,,,,,,,,,
9033,Municipal/Industrial,,Public Supply,,,,,,,,,,
9034,Municipal/Industrial,,Public Supply,,,,,,,,,,
9035,Municipal/Industrial,,Public Supply,,,,,,,,,,
9036,Municipal/Industrial,,Public Supply,,,,,,,,,,
9037,Municipal/Industrial,,Public Supply,,,,,,,,,,
9038,Municipal/Industrial,,Public Supply,,,,,,,,,,
9039,Municipal/Industrial,,Public Supply,,,,,,,,,,
9040,Municipal/Industrial,,Public Supply,,,,,,,,,,
9041,Municipal/Industrial,,Public Supply,,,,,,,,,,
9042,Municipal/Industrial,,Public Supply,,,,,,,,,,
9043,Municipal/Industrial,,Public Supply,,,,,,,,,,
9044,Municipal/Industrial,,Public Supply,,,,,,,,,,
9045,Municipal/Industrial,,Public Supply,,,,,,,,,,
9046,Municipal/Industrial,,Public Supply,,,,,,,,,,
9047,Municipal/Industrial,,Public Supply,,,,,,,,,,
9048,Municipal/Industrial,,Public Supply,,,,,,,,,,
9049,Municipal/Industrial,,Public Supply,,,,,,,,,,
9050,Municipal/Industrial,,Public Supply,,,,,,,,,,
9051,Municipal/Industrial,,Public Supply,,,,,,,,,,
9052,Municipal/Industrial,,Public Supply,,,,,,,,,,
9053,Municipal/Industrial,,Public Supply,,,,,,,,,,
9054,Municipal/Industrial,,Public Supply,,,,,,,,,,
9055,Municipal/Industrial,,Public Supply,,,,,,,,,,
9056,Municipal/Industrial,,Public Supply,,,,,,,,,,
9057,Municipal/Industrial,,Public Supply,,,,,,,,,,
9058,Municipal/Industrial,,Public Supply,,,,,,,,,,
9059,Municipal/Industrial,,Public Supply,,,,,,,,,,
9060,Municipal/Industrial,,Public Supply,,,,,,,,,,
9061,Municipal/Industrial,,Public Supply,,,,,,,,,,
9062,Municipal/Industrial,,Public Supply,,,,,,,,,,
9063,Municipal/Industrial,,Public Supply,,,,,,,,,,
9064,Municipal/Industrial,,Public Supply,,,,,,,,,,
9065,Municipal/Industrial,,Public Supply,,,,,,,,,,
9066,Municipal/Industrial,,Public Supply,,,,,,,,,,
9067,Municipal/Industrial,,Public Supply,,,,,,,,,,
9068,Municipal/Industrial,,Public Supply,,,,,,,,,,
9069,Municipal/Industrial,,Public Supply,,,,,,,,,,
9070,Municipal/Industrial,,Public Supply,,,,,,,,,,
9071,Municipal/Industrial,,Public Supply,,,,,,,,,,
9072,Municipal/Industrial,,Public Supply,,,,,,,,,,
9073,Municipal/Industrial,,Public Supply,,,,,,,,,,
9074,Municipal/Industrial,,Public Supply,,,,,,,,,,
9075,Municipal/Industrial,,Public Supply,,,,,,,,,,
9076,Municipal/Industrial,,Public Supply,,,,,,,,,,
9077,Municipal/Industrial,,Public Supply,,,,,,,,,,
9078,Municipal/Industrial,,Public Supply,,,,,,,,,,
9079,Municipal/Industrial,,Public Supply,,,,,,,,,,
9080,Municipal/Industrial,,Public Supply,,,,,,,,,,
9081,Municipal/Industrial,,Public Supply,,,,,,,,,,
9082,Municipal/Industrial,,Public Supply,,,,,,,,,,
9083,Municipal/Industrial,,Public Supply,,,,,,,,,,
9084,Municipal/Industrial,,Public Supply,,,,,,,,,,
9085,Municipal/Industrial,,Public Supply,,,,,,,,,,
9086,Municipal/Industrial,,Public Supply,,,,,,,,,,
9087,Municipal/Industrial,,Public Supply,,,,,,,,,,
9088,Municipal/Industrial,,Public Supply,,,,,,,,,,
9089,Municipal/Industrial,,Public Supply,,,,,,,,,,
9090,Municipal/Industrial,,Public Supply,,,,,,,,,,
9091,Municipal/Industrial,,Public Supply,,,,,,,,,,
9092,Municipal/Industrial,,Public Supply,,,,,,,,,,
9093,Municipal/Industrial,,Public Supply,,,,,,,,,,
9094,Municipal/Industrial,,Public Supply,,,,,,,,,,
9095,Municipal/Industrial,,Public Supply,,,,,,,,,,
9096,Municipal/Industrial,,Public Supply,,,,,,,,,,
9097,Municipal/Industrial,,Public Supply,,,,,,,,,,
9098,Municipal/Industrial,,Public Supply,,,,,,,,,,
9099,Municipal/Industrial,,Public Supply,,,,,,,,,,
9100,Municipal/Industrial,,Public Supply,,,,,,,,,,
9101,Municipal/Industrial,,Public Supply,,,,,,,,,,
9102,Municipal/Industrial,,Public Supply,,,,,,,,,,
9103,Municipal/Industrial,,Public Supply,,,,,,,,,,
9104,Municipal/Industrial,,Public Supply,,,,,,,,,,
9105,Municipal/Industrial,,Public Supply,,,,,,,,,,
9106,Municipal/Industrial,,Public Supply,,,,,,,,,,
9107,Municipal/Industrial,,Public Supply,,,,,,,,,,
9108,Municipal/Industrial,,Public Supply,,,,,,,,,,
9109,Municipal/Industrial,,Public Supply,,,,,,,,,,
9110,Municipal/Industrial,,Public Supply,,,,,,,,,,
9111,Municipal/Industrial,,Public Supply,,,,,,,,,,
9112,Municipal/Industrial,,Public Supply,,,,,,,,,,
9113,Municipal/Industrial,,Public Supply,,,,,,,,,,
9114,Municipal/Industrial,,Public Supply,,,,,,,,,,
9115,Municipal/Industrial,,Public Supply,,,,,,,,,,
9116,Municipal/Industrial,,Public Supply,,,,,,,,,,
9117,Municipal/Industrial,,Public Supply,,,,,,,,,,
9118,Municipal/Industrial,,Public Supply,,,,,,,,,,
9119,Municipal/Industrial,,Public Supply,,,,,,,,,,
9120,Municipal/Industrial,,Public Supply,,,,,,,,,,
9121,Municipal/Industrial,,Public Supply,,,,,,,,,,
9122,Municipal/Industrial,,Public Supply,,,,,,,,,,
9123,Municipal/Industrial,,Public Supply,,,,,,,,,,
9124,Municipal/Industrial,,Public Supply,,,,,,,,,,
9125,Municipal/Industrial,,Public Supply,,,,,,,,,,
9126,Municipal/Industrial,,Public Supply,,,,,,,,,,
9127,Municipal/Industrial,,Public Supply,,,,,,,,,,
9128,Municipal/Industrial,,Public Supply,,,,,,,,,,
9129,Municipal/Industrial,,Public Supply,,,,,,,,,,
9130,Municipal/Industrial,,Public Supply,,,,,,,,,,
9131,Municipal/Industrial,,Public Supply,,,,,,,,,,
9132,Municipal/Industrial,,Public Supply,,,,,,,,,,
9133,Municipal/Industrial,,Public Supply,,,,,,,,,,
9134,Municipal/Industrial,,Public Supply,,,,,,,,,,
9135,Municipal/Industrial,,Public Supply,,,,,,,,,,
9136,Municipal/Industrial,,Public Supply,,,,,,,,,,
9137,Municipal/Industrial,,Public Supply,,,,,,,,,,
9138,Municipal/Industrial,,Public Supply,,,,,,,,,,
9139,Municipal/Industrial,,Public Supply,,,,,,,,,,
9140,Municipal/Industrial,,Public Supply,,,,,,,,,,
9141,Municipal/Industrial,,Public Supply,,,,,,,,,,
9142,Municipal/Industrial,,Public Supply,,,,,,,,,,
9143,Municipal/Industrial,,Public Supply,,,,,,,,,,
9144,Municipal/Industrial,,Public Supply,,,,,,,,,,
9145,Municipal/Industrial,,Public Supply,,,,,,,,,,
9146,Municipal/Industrial,,Public Supply,,,,,,,,,,
9147,Municipal/Industrial,,Public Supply,,,,,,,,,,
9148,Municipal/Industrial,,Public Supply,,,,,,,,,,
9149,Municipal/Industrial,,Public Supply,,,,,,,,,,
9150,Municipal/Industrial,,Public Supply,,,,,,,,,,
9151,Municipal/Industrial,,Public Supply,,,,,,,,,,
9152,Municipal/Industrial,,Public Supply,,,,,,,,,,
9153,Municipal/Industrial,,Public Supply,,,,,,,,,,
9154,Municipal/Industrial,,Public Supply,,,,,,,,,,
9155,Municipal/Industrial,,Public Supply,,,,,,,,,,
9156,Municipal/Industrial,,Public Supply,,,,,,,,,,
9157,Municipal/Industrial,,Public Supply,,,,,,,,,,
9158,Municipal/Industrial,,Public Supply,,,,,,,,,,
9159,Municipal/Industrial,,Public Supply,,,,,,,,,,
9160,Municipal/Industrial,,Public Supply,,,,,,,,,,
9161,Municipal/Industrial,,Public Supply,,,,,,,,,,
9162,Municipal/Industrial,,Public Supply,,,,,,,,,,
9163,Municipal/Industrial,,Public Supply,,,,,,,,,,
9164,Municipal/Industrial,,Public Supply,,,,,,,,,,
9165,Municipal/Industrial,,Public Supply,,,,,,,,,,
9166,Municipal/Industrial,,Public Supply,,,,,,,,,,
9167,Municipal/Industrial,,Public Supply,,,,,,,,,,
9168,Municipal/Industrial,,Public Supply,,,,,,,,,,
9169,Municipal/Industrial,,Public Supply,,,,,,,,,,
9170,Municipal/Industrial,,Public Supply,,,,,,,,,,
9171,Municipal/Industrial,,Public Supply,,,,,,,,,,
9172,Municipal/Industrial,,Public Supply,,,,,,,,,,
9173,Municipal/Industrial,,Public Supply,,,,,,,,,,
9174,Municipal/Industrial,,Public Supply,,,,,,,,,,
9175,Municipal/Industrial,,Public Supply,,,,,,,,,,
9176,Municipal/Industrial,,Public Supply,,,,,,,,,,
9177,Municipal/Industrial,,Public Supply,,,,,,,,,,
9178,Municipal/Industrial,,Public Supply,,,,,,,,,,
9179,Municipal/Industrial,,Public Supply,,,,,,,,,,
9180,Municipal/Industrial,,Public Supply,,,,,,,,,,
9181,Municipal/Industrial,,Public Supply,,,,,,,,,,
9182,Municipal/Industrial,,Public Supply,,,,,,,,,,
9183,Municipal/Industrial,,Public Supply,,,,,,,,,,
9184,Municipal/Industrial,,Public Supply,,,,,,,,,,
9185,Municipal/Industrial,,Public Supply,,,,,,,,,,
9186,Municipal/Industrial,,Public Supply,,,,,,,,,,
9187,Municipal/Industrial,,Public Supply,,,,,,,,,,
9188,Municipal/Industrial,,Public Supply,,,,,,,,,,
9189,Municipal/Industrial,,Public Supply,,,,,,,,,,
9190,Municipal/Industrial,,Public Supply,,,,,,,,,,
9191,Municipal/Industrial,,Public Supply,,,,,,,,,,
9192,Municipal/Industrial,,Public Supply,,,,,,,,,,
9193,Municipal/Industrial,,Public Supply,,,,,,,,,,
9194,Municipal/Industrial,,Public Supply,,,,,,,,,,
9195,Municipal/Industrial,,Public Supply,,,,,,,,,,
9196,Municipal/Industrial,,Public Supply,,,,,,,,,,
9197,Municipal/Industrial,,Public Supply,,,,,,,,,,
9198,Municipal/Industrial,,Public Supply,,,,,,,,,,
9199,Municipal/Industrial,,Public Supply,,,,,,,,,,
9200,Municipal/Industrial,,Public Supply,,,,,,,,,,
9201,Municipal/Industrial,,Public Supply,,,,,,,,,,
9202,Municipal/Industrial,,Public Supply,,,,,,,,,,
9203,Municipal/Industrial,,Public Supply,,,,,,,,,,
9204,Municipal/Industrial,,Public Supply,,,,,,,,,,
9205,Municipal/Industrial,,Public Supply,,,,,,,,,,
9206,Municipal/Industrial,,Public Supply,,,,,,,,,,
9207,Municipal/Industrial,,Public Supply,,,,,,,,,,
9208,Municipal/Industrial,,Public Supply,,,,,,,,,,
9209,Municipal/Industrial,,Public Supply,,,,,,,,,,
9210,Municipal/Industrial,,Public Supply,,,,,,,,,,
9211,Municipal/Industrial,,Public Supply,,,,,,,,,,
9212,Municipal/Industrial,,Public Supply,,,,,,,,,,
9213,Municipal/Industrial,,Public Supply,,,,,,,,,,
9214,Municipal/Industrial,,Public Supply,,,,,,,,,,
9215,Municipal/Industrial,,Public Supply,,,,,,,,,,
9216,Municipal/Industrial,,Public Supply,,,,,,,,,,
9217,Municipal/Industrial,,Public Supply,,,,,,,,,,
9218,Municipal/Industrial,,Public Supply,,,,,,,,,,
9219,Municipal/Industrial,,Public Supply,,,,,,,,,,
9220,Municipal/Industrial,,Public Supply,,,,,,,,,,
9221,Municipal/Industrial,,Public Supply,,,,,,,,,,
9222,Municipal/Industrial,,Public Supply,,,,,,,,,,
9223,Municipal/Industrial,,Public Supply,,,,,,,,,,
9224,Municipal/Industrial,,Public Supply,,,,,,,,,,
9225,Municipal/Industrial,,Public Supply,,,,,,,,,,
9226,Municipal/Industrial,,Public Supply,,,,,,,,,,
9227,Municipal/Industrial,,Public Supply,,,,,,,,,,
9228,Municipal/Industrial,,Public Supply,,,,,,,,,,
9229,Municipal/Industrial,,Public Supply,,,,,,,,,,
9230,Municipal/Industrial,,Public Supply,,,,,,,,,,
9231,Municipal/Industrial,,Public Supply,,,,,,,,,,
9232,Municipal/Industrial,,Public Supply,,,,,,,,,,
9233,Municipal/Industrial,,Public Supply,,,,,,,,,,
