BeneficialUseID,BeneficialUseUUID,BeneficialUseCategory,PrimaryUseCategory,USGSCategoryNameCV,NAICSCodeNameCV
1170,1170,"Irrigation, Municipal, Fishery, Domestic, Augmentation, Wildlife",,,
1171,1171,"Irrigation, Municipal, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation",,,
1172,1172,"Irrigation, Industrial, Recreation, Domestic, Other",,,
1173,1173,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Augmentation, Other",,,
1174,1174,"Commercial, Industrial, Fishery, Fire, Domestic, Stock",,,
1175,1175,"Irrigation, Commercial, Fire, Domestic, Stock",,,
1176,1176,"Storage, Irrigation, Municipal, Fire, Domestic, Power, Other",,,
1177,1177,"Municipal, Recreation, Fishery, Domestic, Stock",,,
1178,1178,"Storage, Irrigation, Commercial, Industrial, Recreation, Fishery, Domestic, Evaporative, Geothermal",,,
1179,1179,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Augmentation, Snowmaking, Other",,,
1180,1180,"Irrigation, Industrial, Fire",,,
1181,1181,"Fishery, Fire, Stock, Augmentation, Wildlife",,,
1182,1182,"Industrial, Recreation, Other",,,
1183,1183,"Storage, Irrigation, Domestic, Augmentation",,,
1184,1184,"Commercial, Recreation, Fishery, Fire, Stock, Wildlife",,,
1185,1185,"Municipal, Industrial, Domestic",,,
1186,1186,"Commercial, Industrial, Fire, Augmentation",,,
1187,1187,"Irrigation, Commercial, Industrial, Fire, Domestic, Snowmaking",,,
1188,1188,"Irrigation, Municipal, Industrial, Recreation, Domestic, Augmentation, Power",,,
1189,1189,"Irrigation, Municipal, Household Use Only",,,
1190,1190,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Augmentation, Wildlife",,,
1191,1191,"Irrigation, Industrial, Recreation, Fishery, Augmentation",,,
1192,1192,"Municipal, Recreation, Domestic, Other",,,
1193,1193,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Stock, Other",,,
1194,1194,"Storage, Irrigation, Commercial, Recreation, Stock",,,
1195,1195,"Geothermal, Other",,,
1196,1196,"Irrigation, Fishery, Wildlife",,,
1197,1197,"Irrigation, Industrial, Domestic, Power",,,
1198,1198,"Irrigation, Municipal, Fishery, Power",,,
1199,1199,"Irrigation, Recreation, Stock, Augmentation",,,
1200,1200,"Irrigation, Commercial, Recharge",,,
1201,1201,"Irrigation, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Stock, All Beneficial Uses",,,
1202,1202,"Storage, Recreation, Fishery, Stock, Wildlife",,,
1203,1203,"Commercial, Fire",,,
1204,1204,"Storage, Industrial, Domestic",,,
1205,1205,"Irrigation, Industrial, Recreation, Other",,,
1206,1206,"Storage, Irrigation, Municipal, Industrial, Domestic",,,
1207,1207,"Fishery, Fire, Domestic, Power",,,
1208,1208,"Fishery, Other, Wildlife",,,
1209,1209,"Irrigation, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Other",,,
1210,1210,"Irrigation, Municipal, Industrial, Recreation, Domestic, Stock",,,
1211,1211,"Municipal, Augmentation, Power, Wildlife",,,
1212,1212,"Irrigation, Municipal, Commercial, Industrial, Fire, Other",,,
1213,1213,"Irrigation, Municipal, Commercial, Industrial, Recreation",,,
1214,1214,"Industrial, Domestic, Federal Reserved",,,
1215,1215,"Municipal, Recreation, Fishery, Fire, Domestic, Stock",,,
1216,1216,"Municipal, Domestic, Stock",,,
1217,1217,"Recreation, Fishery, Stock, Other, Wildlife",,,
1218,1218,"Storage, Irrigation, Commercial, Stock, Augmentation",,,
1219,1219,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Other, Wildlife",,,
1220,1220,"Irrigation, Municipal, Fishery, Augmentation, Snowmaking, Wildlife",,,
1221,1221,"Municipal, Augmentation, Snowmaking",,,
1222,1222,"Storage, Irrigation, Fishery, Fire, Augmentation, Wildlife",,,
1223,1223,"Commercial, Recreation, Geothermal",,,
1224,1224,"Irrigation, Recreation, Fishery, Domestic, Stock",,,
1225,1225,"Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Recharge",,,
1226,1226,"Irrigation, Municipal, Fire, Domestic",,,
1227,1227,"Municipal, Commercial, Industrial, Recreation, Domestic",,,
1228,1228,"Irrigation, Industrial, Fishery, Fire, Stock",,,
1229,1229,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Augmentation",,,
1230,1230,"Irrigation, Municipal, Industrial, Domestic, Stock",,,
1231,1231,"Irrigation, Commercial, Industrial, Fishery, Domestic, Stock, Augmentation, Wildlife",,,
1232,1232,"Irrigation, Domestic, Augmentation, Household Use Only",,,
1233,1233,"Irrigation, Recreation, Fishery",,,
1234,1234,"Municipal, Industrial, Fire, Domestic, All Beneficial Uses",,,
1235,1235,"Commercial, Industrial, Fire",,,
1236,1236,"Irrigation, Domestic, Wildlife",,,
1237,1237,"Commercial, Industrial, Fire, Stock, Augmentation, Wildlife",,,
1238,1238,"Storage, Irrigation, Industrial, Recreation, Domestic, Stock",,,
1239,1239,"Municipal, Recreation, Fishery, Fire, Other, Wildlife",,,
1240,1240,"Storage, Irrigation, Commercial, Industrial, Fire, Domestic",,,
1241,1241,"Irrigation, Augmentation, Evaporative",,,
1242,1242,"Commercial, Power",,,
1243,1243,"Irrigation, Commercial, Fishery, Domestic",,,
1244,1244,"Storage, Irrigation, Commercial, Recreation, Fishery, Domestic, Stock, Augmentation",,,
1245,1245,"Irrigation, Recreation, Fishery, Fire, Domestic",,,
1246,1246,"Commercial, Recreation, Fishery, Fire, Domestic, Stock, Other",,,
1247,1247,"Irrigation, Fishery, Fire, Stock, Other, Wildlife",,,
1248,1248,Industrial,,,
1249,1249,"Storage, Fishery, Fire, Domestic",,,
1250,1250,"Municipal, Commercial, Industrial, Fire, Domestic",,,
1251,1251,"Storage, Recreation, Fishery, Power",,,
1252,1252,"Storage, Recreation, Fire, Domestic, Other",,,
1253,1253,"Irrigation, Municipal, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Power, Wildlife",,,
1254,1254,"Storage, Irrigation, Recreation, Fishery, Stock, Augmentation, Recharge, Wildlife",,,
1255,1255,"Irrigation, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Evaporative, Wildlife",,,
1256,1256,"Irrigation, Commercial, Recreation, Fishery, Domestic, Augmentation",,,
1257,1257,"Irrigation, Industrial, Fire, Domestic, Stock",,,
1258,1258,"Recreation, Fishery, Fire, Domestic, Stock, Wildlife",,,
1259,1259,"Irrigation, Commercial, Domestic, Stock, Evaporative",,,
1260,1260,"Irrigation, Industrial, Recreation, Fishery, Fire, Domestic",,,
1261,1261,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation",,,
1262,1262,"Storage, Irrigation, Municipal, Commercial, Domestic, Stock",,,
1263,1263,"Irrigation, Municipal, Commercial, Industrial, Fire, Domestic, Snowmaking, Other",,,
1264,1264,"Recreation, Fishery, Fire, Stock, Augmentation, Evaporative, Wildlife",,,
1265,1265,"Irrigation, Municipal, Augmentation, Recharge",,,
1266,1266,"Municipal, Domestic, Minimum Streamflow",,,
1267,1267,"Storage, Irrigation, Commercial, Recreation, Fire, Domestic, Other",,,
1268,1268,"Irrigation, Municipal, Domestic, Augmentation, Federal Reserved",,,
1269,1269,"Irrigation, Industrial, Recreation, Fishery, Fire, Stock, Augmentation, Evaporative, Wildlife",,,
1270,1270,"Storage, Irrigation, Municipal, Commercial, Fire, Domestic, Augmentation, Other, All Beneficial Uses",,,
1271,1271,"Stock, Augmentation, Other, Wildlife",,,
1272,1272,"Irrigation, Recreation, Fire, Domestic, Stock, Wildlife",,,
1273,1273,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fire, Snowmaking",,,
1274,1274,"Irrigation, Recreation, Fishery, Fire, Domestic, Stock, Other, Wildlife",,,
1275,1275,"Irrigation, Commercial, Industrial, Recreation, Fire, Stock, Snowmaking, Other",,,
1276,1276,"Irrigation, Fishery, Fire, Domestic, Stock, Other",,,
1277,1277,"Federal Reserved, Other",,,
1278,1278,"Storage, Irrigation, Fishery, Domestic, Stock, Power, Wildlife",,,
1279,1279,"Storage, Irrigation, Recreation, Fire, Domestic, Stock",,,
1280,1280,"Irrigation, Augmentation, Cumulative Accretion to River, Recharge, All Beneficial Uses",,,
1281,1281,"Storage, Domestic, Power, Other",,,
1282,1282,"Fishery, Fire, Stock, Power, Other",,,
1283,1283,"Irrigation, Municipal, Commercial, Industrial, Domestic, Stock, Augmentation",,,
1284,1284,"Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Augmentation, Other",,,
1285,1285,"Other, All Beneficial Uses",,,
1286,1286,Municipal,,,
1287,1287,"Storage, Irrigation, Municipal, Commercial, Recreation, Fire, Domestic, Snowmaking",,,
1288,1288,"Storage, Irrigation, Fishery, Fire, Wildlife",,,
1289,1289,"Irrigation, Municipal, Industrial, Recreation, Fishery, Domestic",,,
1290,1290,"Municipal, Domestic, Power, Other",,,
1291,1291,"Recreation, Augmentation, Wildlife",,,
1292,1292,"Domestic, Wildlife",,,
1293,1293,"Irrigation, Commercial, Domestic, Wildlife",,,
1294,1294,"Fishery, Fire, Augmentation, Wildlife",,,
1295,1295,"Irrigation, Fishery, Fire, Augmentation",,,
1296,1296,"Irrigation, Municipal, Commercial, Industrial, Domestic, Augmentation, Other",,,
1297,1297,"Municipal, Commercial, Industrial, Fire, Domestic, Stock",,,
1298,1298,"Irrigation, Municipal, Recreation, Fishery, Domestic, Wildlife",,,
1299,1299,"Irrigation, Municipal, Industrial, Recreation, Fishery, Stock, Augmentation, Power, Other",,,
1300,1300,"Irrigation, Municipal, Recreation, Fishery, Fire, Domestic, Stock, Augmentation",,,
1301,1301,"Municipal, Industrial, Other",,,
1302,1302,"Storage, Irrigation, Municipal, Commercial, Industrial, Fire, Domestic, Power",,,
1303,1303,"Commercial, Household Use Only",,,
1304,1304,"Irrigation, Municipal, Commercial, Industrial, Recreation, Domestic, Stock, Augmentation, Recharge",,,
1305,1305,"Municipal, Recreation, Fishery, Domestic, Other",,,
1306,1306,"Irrigation, Industrial, Recreation, Fishery, Domestic, Augmentation",,,
1307,1307,"Irrigation, Municipal, Recreation, Domestic, Augmentation",,,
1308,1308,"Irrigation, Stock, Other",,,
1309,1309,"Commercial, Industrial, Recreation, Fishery, Fire, Augmentation, Other, Wildlife",,,
1310,1310,"Storage, Irrigation, Recreation, Fishery, Augmentation, Cumulative Accretion to River, Recharge, Wildlife",,,
1311,1311,"Storage, Irrigation, Recreation, Stock, Wildlife",,,
1312,1312,"Storage, Irrigation, Industrial, Power, Other",,,
1313,1313,"Fishery, Minimum Streamflow",,,
1314,1314,"Commercial, Industrial, Power",,,
1315,1315,"Irrigation, Municipal, Commercial, Industrial, Fire, Domestic, Other",,,
1316,1316,"Storage, Irrigation, Commercial, Industrial, Recreation, Fire, Domestic, Stock, Augmentation",,,
1317,1317,"Municipal, Commercial, Industrial, Recreation, Fishery, Domestic",,,
1318,1318,"Irrigation, Domestic, Stock, Power",,,
1319,1319,"Fishery, Fire, Federal Reserved",,,
1320,1320,"Irrigation, Recreation, Fishery, Fire, Stock",,,
1321,1321,"Recharge, All Beneficial Uses",,,
1322,1322,"Storage, Irrigation, Municipal, Industrial, Recreation, Domestic, Augmentation",,,
1323,1323,"Commercial, Federal Reserved",,,
1324,1324,"Irrigation, Municipal, Industrial, Recreation, Domestic, Power",,,
1325,1325,"Fire, Domestic, Other",,,
1326,1326,"Storage, Recreation, Fishery, Evaporative, Wildlife",,,
1327,1327,"Municipal, Industrial, Fire, Domestic",,,
1328,1328,"Storage, Irrigation, Augmentation",,,
1329,1329,"Irrigation, Municipal, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Other",,,
1330,1330,"Irrigation, Industrial, Domestic, Stock, Augmentation, Power, Other",,,
1331,1331,"Commercial, Industrial, Fire, Domestic, Other",,,
1332,1332,"Irrigation, Recreation, Fishery, Augmentation, Other, Wildlife",,,
1333,1333,"Fishery, Stock, Evaporative, Wildlife",,,
1334,1334,"Fire, Domestic, Stock, Wildlife",,,
1335,1335,"Irrigation, Recreation, Fishery, Household Use Only",,,
1336,1336,"Irrigation, Municipal, Industrial, Fishery, Domestic, Stock, Other, Wildlife",,,
1337,1337,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Stock, Power",,,
1338,1338,"Municipal, Recreation, Fishery, Wildlife",,,
1339,1339,"Irrigation, Industrial, Recreation, Fire, Augmentation",,,
1340,1340,"Storage, Recreation, Fishery, Stock, Other, Wildlife",,,
1341,1341,"Irrigation, Commercial, Fishery, Domestic, Stock, Other",,,
1342,1342,"Fishery, Fire, Augmentation, Other",,,
1343,1343,"Storage, Irrigation, Recreation, Fishery, Stock, Augmentation",,,
1344,1344,"Commercial, Recreation, Geothermal, Other",,,
1345,1345,"Recreation, Fishery, Minimum Streamflow",,,
1346,1346,"Irrigation, Commercial, Fishery, Fire, Stock, Augmentation",,,
1347,1347,"Fire, Other",,,
1348,1348,"Irrigation, Commercial, Fishery, Domestic, Stock, Power",,,
1349,1349,"Irrigation, Commercial, Recreation, Domestic, Stock, Other",,,
1350,1350,"Industrial, Fire, Domestic, Augmentation",,,
1351,1351,"Commercial, Stock",,,
1352,1352,"Storage, Fishery, Other, Wildlife",,,
1353,1353,"Irrigation, Recreation, Domestic, Stock, Augmentation",,,
1354,1354,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fire, Domestic, Augmentation, Power, Other",,,
1355,1355,"Storage, Irrigation, Industrial, Recreation",,,
1356,1356,"Irrigation, Fishery, Fire, Wildlife",,,
1357,1357,"Storage, Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Evaporative",,,
1358,1358,"Municipal, Geothermal",,,
1359,1359,"Irrigation, Recreation, Fishery, Power, Wildlife",,,
1360,1360,"Fire, Stock, Wildlife",,,
1361,1361,"Irrigation, Municipal, Industrial",,,
1362,1362,"Irrigation, Recreation, Fishery, Fire, Augmentation, Snowmaking",,,
1363,1363,"Storage, Municipal, Commercial, Industrial, Recreation, Fire, Augmentation",,,
1364,1364,"Domestic, Other",,,
1365,1365,"Fishery, Fire, Augmentation, Recharge, Wildlife",,,
1366,1366,"Irrigation, Commercial, Industrial, Recreation, Fishery, Domestic, Augmentation, Wildlife",,,
1367,1367,"Irrigation, Recreation, Evaporative",,,
1368,1368,"Municipal, Recreation, Fishery",,,
1369,1369,"Irrigation, Commercial, Recreation, Fire, Domestic, Stock, Other, Wildlife",,,
1370,1370,"Augmentation, Power, Other",,,
1371,1371,"Irrigation, Municipal, Commercial, Recreation, Fire, Domestic, Snowmaking",,,
1372,1372,"Irrigation, Recreation, Fishery, Fire",,,
1373,1373,"Storage, Irrigation, Recreation, Fishery, Fire, Domestic, Stock, Power, Other, Wildlife",,,
1374,1374,"Commercial, Fishery",,,
1375,1375,"Irrigation, Industrial, Recreation, Fishery, Domestic, Minimum Streamflow, Wildlife",,,
1376,1376,"Irrigation, Recreation, Fishery, Fire, Domestic, Augmentation, Evaporative, Wildlife",,,
1377,1377,"Storage, Irrigation, Recreation, Fishery, Augmentation, Wildlife",,,
1378,1378,"Irrigation, Commercial, Recreation, Fishery, Other",,,
1379,1379,"Recreation, Fishery, Fire, Stock, Augmentation",,,
1380,1380,"Irrigation, Municipal, Industrial, Fishery, Domestic, Stock, Power",,,
1381,1381,"Commercial, Recreation, Domestic, Stock, Wildlife",,,
1382,1382,"Municipal, Commercial, Recreation, Fire, Domestic",,,
1383,1383,"Irrigation, Stock, All Beneficial Uses",,,
1384,1384,"Storage, Irrigation, Fire, Stock, Other, Wildlife",,,
1385,1385,"Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Other",,,
1386,1386,"Storage, Irrigation, Municipal, Industrial, Recreation, Fishery",,,
1387,1387,"Domestic, Stock, Augmentation, Other",,,
1388,1388,"Municipal, Recreation, Fishery, Fire, Domestic",,,
1389,1389,"Storage, Irrigation, Recreation, Fishery, Fire",,,
1390,1390,"Irrigation, Fishery, Fire, Domestic",,,
1391,1391,"Irrigation, Fishery, Fire, Stock",,,
1392,1392,"Irrigation, Recreation, Fishery, Fire, Stock, Other",,,
1393,1393,"Irrigation, Fishery, Augmentation, Other",,,
1394,1394,"Municipal, Industrial, Fire, Domestic, Power",,,
1395,1395,"Commercial, Recreation, Fishery, Wildlife",,,
1396,1396,"Municipal, Domestic, Other",,,
1397,1397,"Storage, Irrigation, Commercial, Fire, Domestic, Stock, Augmentation, Household Use Only",,,
1398,1398,"Storage, Irrigation, Fire, Domestic, Stock, Other",,,
1399,1399,"Storage, Industrial, Domestic, Other",,,
1400,1400,"Storage, Irrigation, Other",,,
1401,1401,"Irrigation, Municipal, Commercial, Industrial, Fire, Domestic, Evaporative",,,
1402,1402,"Irrigation, Recreation, Fishery, Fire, Wildlife",,,
1403,1403,"Irrigation, Industrial, Recreation, Fishery, Domestic, Other, Wildlife",,,
1404,1404,"Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Evaporative, Other, Wildlife",,,
1405,1405,"Power, All Beneficial Uses",,,
1406,1406,"Municipal, Commercial, Industrial, Fishery, Fire, Domestic, Other",,,
1407,1407,"Fishery, Fire, Stock, Wildlife",,,
1408,1408,"Irrigation, Fire, Household Use Only, Other",,,
1409,1409,"Irrigation, Commercial, Fire",,,
1410,1410,"Storage, Recreation, Fishery, Fire, Augmentation, Evaporative",,,
1411,1411,"Irrigation, Commercial, Fishery, Fire, Domestic, Snowmaking, Wildlife",,,
1412,1412,"Industrial, Recreation, Evaporative, Wildlife",,,
1413,1413,"Storage, Commercial, Industrial, Domestic, Augmentation",,,
1414,1414,"Basin Export, All Beneficial Uses",,,
1415,1415,"Storage, Irrigation, Fire, Domestic, Stock, Augmentation",,,
1416,1416,"Irrigation, Recreation, Geothermal",,,
1417,1417,"Storage, Commercial, Recreation, Fishery, Fire, Domestic, Stock, Augmentation, Wildlife",,,
1418,1418,"Irrigation, Municipal, Commercial, Industrial, Fishery, Fire, Domestic, Stock, Augmentation, Power",,,
1419,1419,"Irrigation, Municipal, Commercial, Industrial, Recreation, Domestic, Augmentation, Cumulative Accretion to River",,,
1420,1420,"Irrigation, Commercial, Recreation, Fishery, Domestic, Stock, Augmentation, Recharge, Wildlife",,,
1421,1421,"Irrigation, Commercial, Recreation, Fishery, Fire, Domestic, Evaporative, Other, Wildlife",,,
1422,1422,"Storage, Irrigation, Municipal, Commercial, Recreation, Fishery, Domestic, Stock",,,
1423,1423,"Storage, Evaporative",,,
1424,1424,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Other, Wildlife",,,
1425,1425,"Irrigation, Industrial, Recreation, Domestic",,,
1426,1426,"Stock, Other, Wildlife",,,
1427,1427,"Irrigation, Municipal, Industrial, Recreation, Fishery, Other",,,
1428,1428,"Irrigation, Fishery, Stock",,,
1429,1429,"Storage, Commercial, Domestic, Stock",,,
1430,1430,"Irrigation, Fishery, Domestic, Stock, Other, Wildlife",,,
1431,1431,"Storage, Irrigation, Municipal, Commercial, Industrial, Recreation, Fire, Domestic, Stock",,,
1432,1432,"Irrigation, Fishery, Domestic, Wildlife",,,
1433,1433,"Irrigation, Municipal, Recreation, Fishery, Fire",,,
1434,1434,"Industrial, Recreation, Fishery, Evaporative",,,
1435,1435,"Irrigation, Fire, Stock, Augmentation, Wildlife",,,
1436,1436,"Storage, Irrigation, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Wildlife",,,
1437,1437,"Irrigation, Geothermal",,,
1438,1438,"Storage, Irrigation, Municipal, Domestic, Augmentation, Cumulative Accretion to River",,,
1439,1439,"Irrigation, Municipal, Commercial, Industrial, Fishery, Stock, Wildlife",,,
1440,1440,"Storage, Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Stock",,,
1441,1441,"Storage, Irrigation, Municipal, Commercial, Recreation, Domestic, Stock, All Beneficial Uses",,,
1442,1442,"Storage, Irrigation, Recreation, Fishery, Fire, Other",,,
1443,1443,"Storage, Irrigation, Commercial, Industrial, Recreation, Fishery, Domestic",,,
1444,1444,"Irrigation, Fishery, Fire, Domestic, Power",,,
1445,1445,"Commercial, Fire, Domestic, Stock, Other",,,
1446,1446,"Industrial, Domestic, Wildlife",,,
1447,1447,"Fishery, Fire, Domestic, Stock, Augmentation, Other, Wildlife",,,
1448,1448,"Storage, Irrigation, Municipal, Commercial, Industrial, Fire, Domestic, Augmentation, Power, Other",,,
1449,1449,"Fire, Domestic, Stock, Other",,,
1450,1450,"Irrigation, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Other, Wildlife",,,
1451,1451,"Irrigation, Municipal, Commercial, Fire, Domestic, Stock, Augmentation",,,
1452,1452,"Irrigation, Commercial, Industrial, Fire, Domestic",,,
1453,1453,"Irrigation, Recreation, Fire",,,
1454,1454,"Irrigation, Municipal, Industrial, Recreation, Domestic, Power, Other",,,
1455,1455,"Irrigation, Municipal, Industrial, Recreation, Domestic, Stock, Other",,,
1456,1456,"Irrigation, Municipal, Recreation, Wildlife",,,
1457,1457,"Irrigation, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Augmentation, Wildlife",,,
1458,1458,"Recreation, Fishery, Fire, Stock, Wildlife",,,
1459,1459,"Irrigation, Municipal, Fishery, Domestic, Stock, Augmentation",,,
1460,1460,"Industrial, Recreation, Fishery",,,
1461,1461,"Recreation, Augmentation, Other",,,
1462,1462,"Domestic, Federal Reserved, Wildlife",,,
1463,1463,"Irrigation, Industrial, Stock, Augmentation",,,
1464,1464,"Irrigation, Recreation, Fire, Augmentation, Snowmaking, Other, Wildlife",,,
1465,1465,"Storage, Irrigation, Commercial, Industrial, Fire, Stock, Wildlife",,,
1466,1466,"Irrigation, Commercial, Stock, Augmentation, Household Use Only",,,
1467,1467,"Irrigation, Recreation, Fishery, Domestic, Stock, Power, Other",,,
1468,1468,"Recreation, Fishery, Domestic, Stock, Augmentation, Wildlife",,,
1469,1469,"Irrigation, Recreation, Recharge, Wildlife",,,
1470,1470,"Irrigation, Commercial, Industrial, Recreation, Fire, Domestic, Augmentation",,,
1471,1471,"Storage, Irrigation, Fishery, Domestic",,,
1472,1472,"Industrial, Augmentation, Power",,,
1473,1473,"Recreation, Fishery, Evaporative",,,
1474,1474,"Storage, Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Fire, Domestic, Other",,,
1475,1475,"Irrigation, Commercial, Industrial, Fire, Domestic, Stock, Augmentation, Cumulative Accretion to River, Recharge",,,
1476,1476,"Storage, Recreation, Fire, Domestic, Wildlife",,,
1477,1477,"Irrigation, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Wildlife",,,
1478,1478,"Irrigation, Fishery, Stock, Other, Wildlife",,,
1479,1479,"Irrigation, Commercial, Domestic, Augmentation",,,
1480,1480,"Irrigation, Fire, Stock, Augmentation, Recharge, Wildlife",,,
1481,1481,"Irrigation, Fishery, Domestic, Other",,,
1482,1482,"Irrigation, Commercial, Recreation, Fishery, Fire, Stock, Wildlife",,,
1483,1483,"Commercial, Recreation, Domestic, Geothermal",,,
1484,1484,"Irrigation, Municipal, Fire, Domestic, Augmentation, Other",,,
1485,1485,"Commercial, Industrial, Recreation, Fishery, Domestic",,,
1486,1486,"Storage, Irrigation, Municipal, Augmentation",,,
1487,1487,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Domestic, Snowmaking, Wildlife",,,
1488,1488,"Fishery, Stock",,,
1489,1489,"Municipal, Recreation, Fishery, Fire",,,
1490,1490,"Irrigation, Municipal, Industrial, Domestic, Power",,,
1491,1491,"Storage, Irrigation, Municipal, Recreation, Fishery, Fire, Domestic",,,
1492,1492,"Irrigation, Recreation, Fishery, Domestic, Stock, Power",,,
1493,1493,"Storage, Industrial, Augmentation, Evaporative, Power, Other",,,
1494,1494,"Municipal, Commercial, Geothermal",,,
1495,1495,"Commercial, Industrial, Fire, Domestic",,,
1496,1496,"Municipal, Industrial, Recreation, Fishery, Fire, Domestic, Other, All Beneficial Uses",,,
1497,1497,"Storage, Recreation",,,
1498,1498,"Irrigation, Commercial, Industrial, Recreation, Domestic, Stock, Other",,,
1499,1499,"Storage, Irrigation, Fishery, Stock, Wildlife",,,
1500,1500,"Irrigation, Municipal, Commercial, Industrial, Recreation, Domestic, Other",,,
1501,1501,"Irrigation, Industrial, Recreation, Fishery",,,
1502,1502,"Irrigation, Municipal, Commercial, Industrial, Recreation, Fishery, Augmentation, Wildlife",,,
1503,1503,"Storage, Irrigation, Stock, Wildlife",,,
1504,1504,"Irrigation, Recreation, Fishery, Augmentation, Recharge",,,
1505,1505,"Irrigation, Industrial, Fishery, Fire, Domestic, Stock, Wildlife",,,
1506,1506,"Irrigation, Fire, Other, Wildlife",,,
1507,1507,"Irrigation, Municipal, Recreation, Fishery, Domestic, Stock, Other",,,
1508,1508,"Municipal, Fire, Domestic, Stock, Augmentation, Wildlife",,,
1509,1509,"Municipal, Commercial, Recreation, Fishery, Domestic",,,
1510,1510,"Storage, Domestic, Federal Reserved",,,
1511,1511,"Irrigation, Municipal, Commercial, Recreation, Fishery, Fire, Domestic, Snowmaking, Other, Wildlife",,,
1512,1512,"Fishery, Fire, Wildlife",,,
1513,1513,"Municipal, Industrial, Domestic, Augmentation, Snowmaking",,,
1514,1514,"Irrigation, Fire, Domestic, Stock, Power",,,
1515,1515,"Irrigation, Municipal, Industrial, Augmentation, Cumulative Accretion to River, Recharge",,,
1516,1516,"Municipal, Recreation, Fire, Domestic",,,
1517,1517,"Irrigation, Commercial, Domestic, Stock",,,
1518,1518,"Irrigation, Domestic, Federal Reserved, Other",,,
1519,1519,"Recreation, Fishery, Stock, Evaporative, Wildlife",,,
1520,1520,"Irrigation, Municipal, Domestic, Stock, Wildlife",,,
1521,1521,"Commercial, Fishery, Domestic, Stock",,,
1522,1522,"Irrigation, Augmentation, Household Use Only, Recharge",,,
1523,1523,"Storage, Recreation, Stock, Wildlife",,,
1524,1524,"Irrigation, Industrial, Fishery, Fire, Stock, Augmentation, Other, Wildlife",,,
1525,1525,"Commercial, Recreation, Fishery, Domestic, Augmentation, Wildlife",,,
1526,1526,"Storage, All Beneficial Uses",,,
1527,1527,"Irrigation, Recreation, Augmentation, Cumulative Accretion to River, Recharge",,,
1528,1528,"Irrigation, Commercial, Industrial, Recreation, Fire, Domestic, Stock, Augmentation, Recharge, Wildlife",,,
1529,1529,"Irrigation, Stock, Power, Wildlife",,,
1530,1530,"Irrigation, Commercial, Stock",,,
1531,1531,"Municipal, Other, Recharge",,,
1532,1532,"Stock, Recharge",,,
1533,1533,"Storage, Irrigation, Municipal, Recreation, Fishery, Domestic",,,
1534,1534,"Irrigation, Municipal, Commercial, Recreation, Augmentation, Snowmaking, Other",,,
1535,1535,"Irrigation, Commercial, Industrial, Recreation, Fire, Domestic",,,
1536,1536,"Irrigation, Commercial, Industrial, Recreation, Fishery, Domestic, Stock, Augmentation",,,
1537,1537,"Irrigation, Recreation, Fishery, Fire, Recharge, Wildlife",,,
1538,1538,"Municipal, Commercial, Recreation, Domestic, Augmentation, Snowmaking",,,
1539,1539,"Recreation, Fire, Stock, Other",,,
1540,1540,"Recreation, Power",,,
1541,1541,"Irrigation, Commercial, Recreation, Fishery, Fire, Stock, Augmentation, Wildlife",,,
1542,1542,"Commercial, Industrial, Augmentation, Cumulative Accretion to River",,,
1543,1543,"Fishery, Domestic, Wildlife",,,
1544,1544,"Storage, Irrigation, Municipal, Industrial, Domestic, Stock",,,
1545,1545,"Irrigation, Municipal, Recreation, Fishery, Domestic",,,
