WaterSourceID,WaterSourceUUID,WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry
842,842,Ikes Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
843,843,Illinois Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
844,844,Illinois River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
845,845,Independence Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
846,846,Indian Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
847,847,Indian Run,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
848,848,Indian Springs Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
849,849,Indiana Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
850,850,Inn Brook,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
851,851,Iowa Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
852,852,Iron Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
853,853,Iron Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
854,854,Irrawaddy Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
855,855,Ivanhoe Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
856,856,Ivy Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
857,857,IX Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
858,858,Jack Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
859,859,Jack Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
860,860,Jack Rabbit Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
861,861,Jacks Creek (AKA Skelton,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
862,862,Jackson Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
863,863,Jackson Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
864,864,Jakeman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
865,865,James Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
866,866,Jaroso Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
867,867,Jarre Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
868,868,Jasper Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
869,869,Jay Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
870,870,Jefferson Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
871,871,Jefferson Lake Fork,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
872,872,Jeffway Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
873,873,Jenkins Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
874,874,Jenny Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
875,875,Jerry Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
876,876,Jesse Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
877,877,Jim Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
878,878,Jimmy Camp Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
879,879,Jimmy Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
880,880,Jinks Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
881,881,Joe Bush Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
882,882,Joe Wright Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
883,883,John Brown Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
884,884,John Donlon Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
885,885,Johnny Pond Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
886,886,Johns Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
887,887,Johnson Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
888,888,Johnson Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
889,889,Johnson Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
890,890,Jokodowski Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
891,891,Jolley Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
892,892,Jones Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
893,893,Jones Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
894,894,Jones Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
895,895,Jubb Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
896,896,Jumper Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
897,897,Junction Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
898,898,June Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
899,899,K Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
900,900,Kaiser Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
901,901,Kannah Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
902,902,Kautz Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
903,903,Kellog Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
904,904,Kelly Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
905,905,Kendall Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
906,906,Kennedy Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
907,907,Kenosha Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
908,908,Kerber Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
909,909,Kerr Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
910,910,Kettle Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
911,911,Kettle Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
912,912,Keyser Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
913,913,Keystone Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
914,914,Killins Spring Run,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
915,915,Killpecker Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
916,916,Kimball Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
917,917,Kimmons Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
918,918,King Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
919,919,King Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
920,920,King Solomon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
921,921,Kings Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
922,922,Kinney Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
923,923,Kiowa Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
924,924,Kirby Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
925,925,Kirkbride Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
926,926,Kiser Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
927,927,Kiteley Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
928,928,Kitty Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
929,929,Knowles Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
930,930,Knowles Spring Run,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
931,931,Koch Spring Branch Brush,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
932,932,Korrey Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
933,933,Kovacs Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
934,934,La Garde Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
935,935,La Garita Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
936,936,La Jara Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
937,937,La Jara Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
938,938,La Jara Town Drain,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
939,939,La Manga Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
940,940,La Plata Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
941,941,La Plata River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
942,942,La Poudre Pass Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
943,943,La Sal Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
944,944,Ladder Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
945,945,Lake Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
946,946,Lake Fork,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
947,947,Lake Fork Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
948,948,Lake Fork Stream,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
949,949,Lakewood Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
950,950,Lamping Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
951,951,Landis Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
952,952,Landsman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
953,953,Langhoff Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
954,954,Lans Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
955,955,LARAMIE,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
956,956,LARAMIE FOX HILLS,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
957,957,Laramie River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
958,958,Larson Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
959,959,Last Resort Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
960,960,Lawrence Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
961,961,Lawson Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
962,962,Lay Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
963,963,Le Bow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
964,964,Leavenworth Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
965,965,Left Hand Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
966,966,Leitensdorfer Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
967,967,Leland Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
968,968,Lena Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
969,969,Leon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
970,970,Leopard Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
971,971,Leroux Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
972,972,Lester Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
973,973,Leuck Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
974,974,Levere Ditch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
975,975,Lewis Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
976,976,Lewstone Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
977,977,Leyden Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
978,978,Lick Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
979,979,Lightner Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
980,980,Lime Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
981,981,Limekiln Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
982,982,Limestone Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
983,983,Limestone Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
984,984,Lincoln Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
985,985,Lindsey Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
986,986,Line Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
987,987,Line Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
988,988,Link Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
989,989,Lion Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
990,990,Little Alkali Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
991,991,Little Bear Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
992,992,Little Beaver Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
993,993,Little Blacktail Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
994,994,Little Blue Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
995,995,Little Browns Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
996,996,Little Buffalo Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
997,997,Little Cascade Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
998,998,Little Cimarron River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
999,999,Little Cochetopa Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1000,1000,Little Columbine Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1001,1001,Little Corral Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1002,1002,Little Cottonwood Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1003,1003,Little Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1004,1004,Little Crow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1005,1005,Little Dolores River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1006,1006,Little Dominguez Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1007,1007,Little Dry Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1008,1008,Little Duck Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1009,1009,Little Elk Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1010,1010,Little Fish Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1011,1011,Little Fountain Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1012,1012,Little Graneros Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1013,1013,Little Grizzly Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1014,1014,Little High Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1015,1015,Little Horse Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1016,1016,Little Jenkins Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1017,1017,Little Joe Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1018,1018,Little Kerber Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1019,1019,Little Medano Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1020,1020,Little Morrison Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1021,1021,Little Muddy Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1022,1022,Little Navajo River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1023,1023,Little Oak Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1024,1024,Little Pagosa Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1025,1025,Little Red Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1026,1026,Little Rock Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1027,1027,Little Saint Charles Cre,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1028,1028,Little Salt Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1029,1029,Little Snake River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1030,1030,Little Spring Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1031,1031,Little Squaw Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1032,1032,Little Thompson River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1033,1033,Little Trout Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1034,1034,Little Turkey Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1035,1035,Little Vasquez Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1036,1036,Little White Snake Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1037,1037,Little Willow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1038,1038,Little Wolf Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1039,1039,Little Woody Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1040,1040,Loch Lomond Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1041,1041,Lone Pine Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1042,1042,Lone Pine Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1043,1043,Lone Tree Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1044,1044,Lonetree Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1045,1045,Long Branch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1046,1046,Long Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1047,1047,Long Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1048,1048,Long Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1049,1049,Long Gulch Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1050,1050,Long Hollow,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1051,1051,Long Park Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1052,1052,Longs Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1053,1053,Lopez Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1054,1054,Lorencito Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1055,1055,Los Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1056,1056,Los Pinos Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1057,1057,Los Pinos River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1058,1058,Lost Canyon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1059,1059,Lost Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1060,1060,Lost Dog Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1061,1061,Lost Lake Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1062,1062,Lost Mine Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1063,1063,Lost Solar Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1064,1064,Lost Trail Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1065,1065,Loutsenhizer Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1066,1066,Low Pass Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1067,1067,LOWER ARAPAHOE,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1068,1068,LOWER DAWSON,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1069,1069,Loy Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1070,1070,Lubers Drainage Ditch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1071,1071,Luchsinger Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1072,1072,Luders Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1073,1073,Luning Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1074,1074,Luton Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1075,1075,Luxen Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1076,1076,Lykins Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1077,1077,Lynch Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1078,1078,Lynch Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1079,1079,Lynx Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1080,1080,Macey Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1081,1081,Mack Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1082,1082,Mad Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1083,1083,Maes Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1084,1084,Maggie Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1085,1085,Maiden Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1086,1086,Mail Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1087,1087,Main Elk Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1088,1088,Major Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1089,1089,Mamm Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1090,1090,Mammoth Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1091,1091,Mancos River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1092,1092,Mandall Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1093,1093,Manhattan Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1094,1094,Mansfield Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1095,1095,Marble Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1096,1096,Marcy Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1097,1097,Mariano Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1098,1098,Marietta Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1099,1099,Markham Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1100,1100,Markus Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1101,1101,Maroon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1102,1102,Marshall Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1103,1103,Martin Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1104,1104,Marvine Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1105,1105,Maryland Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1106,1106,Mason Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1107,1107,Massey Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1108,1108,Massey Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1109,1109,Matt Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1110,1110,Maudlin Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1111,1111,Maverick Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1112,1112,Maverick Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1113,1113,Maxwell Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1114,1114,Mayfield Hollow,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1115,1115,McArthur Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
1116,1116,McCabe Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10"
