OrganizationID,ReportingUnitNativeID,ReportingUnitID,VariableSpecificCV,VariableSpecificID,BeneficialUseCategory,USGSCategoryCV,WaterSourceID,WaterSourceID,MethodName,MethodID,ReportYearCV,TimeframeStart,TimeframeEnd,InterbasinTransferFromID,InterbasinTransferToID,Amount,PopulationServed,IrrigatedAcreage,PowerGeneratedGWh,NAICSCodeCV,Geometry,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,5746.09,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,5746.09,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,5746.09,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,5746.09,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,5742.79,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,5376.90,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,5376.90,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,5376.90,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,5376.90,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,5376.90,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,818.10,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,975.10,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,975.10,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,975.10,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,975.10,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,975.10,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,1127.80,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,1127.80,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,1127.80,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,1127.80,,,,,,                              ,                              ,,,
1,01-01-06,142,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,1127.80,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,7183.60,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,5952.56,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,5952.56,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,5952.56,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,5952.56,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,5952.56,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,6414.46,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,6414.46,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,6414.46,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,6414.46,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,6414.46,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,369.76,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,846.95,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,846.95,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,846.95,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,846.95,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,846.95,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,1569.00,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,1569.00,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,1569.00,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,1569.00,,,,,,                              ,                              ,,,
1,01-01-07,143,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,1569.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,0.00,,,,,,                              ,                              ,,,
1,01-03-01,146,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,0.00,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,358.48,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,371.36,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,371.36,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,371.36,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,371.36,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,371.36,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,323.64,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,323.64,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,323.64,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,323.64,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,323.64,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,26.50,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,66.50,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,66.50,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,66.50,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,66.50,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,66.50,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,40.00,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,40.00,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,40.00,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,40.00,,,,,,                              ,                              ,,,
1,01-03-02,145,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,40.00,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,37.88,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,39.18,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,39.18,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,39.18,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,39.18,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,39.18,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,30.74,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,30.74,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,30.74,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,30.74,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,30.74,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,175.00,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,150.00,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,150.00,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,150.00,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,150.00,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,150.00,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,150.00,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,150.00,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,150.00,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,150.00,,,,,,                              ,                              ,,,
1,02-01-01,44,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,150.00,,,,,,                              ,                              ,,,
1,02-01-02,40,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,1331.26,,,,,,                              ,                              ,,,
1,02-01-02,40,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,1163.41,,,,,,                              ,                              ,,,
1,02-01-02,40,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,1163.41,,,,,,                              ,                              ,,,
1,02-01-02,40,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,1163.41,,,,,,                              ,                              ,,,
1,02-01-02,40,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,1163.41,,,,,,                              ,                              ,,,
1,02-01-02,40,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,1158.41,,,,,,                              ,                              ,,,
1,02-01-02,40,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2010,10/1/2010,9/30/2010,,,1719.59,,,,,,                              ,                              ,,,
1,02-01-02,40,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2011,10/1/2011,9/30/2011,,,1719.59,,,,,,                              ,                              ,,,
1,02-01-02,40,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2012,10/1/2012,9/30/2012,,,1719.59,,,,,,                              ,                              ,,,
1,02-01-02,40,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2013,10/1/2013,9/30/2013,,,1719.59,,,,,,                              ,                              ,,,
1,02-01-02,40,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Groundwater,2,Withdrawal Volume Estimate,6,2014,10/1/2014,9/30/2014,,,1719.59,,,,,,                              ,                              ,,,
1,02-01-02,40,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2004,10/1/2004,9/30/2004,,,382.00,,,,,,                              ,                              ,,,
1,02-01-02,40,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2005,10/1/2005,9/30/2005,,,432.40,,,,,,                              ,                              ,,,
1,02-01-02,40,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2006,10/1/2006,9/30/2006,,,432.40,,,,,,                              ,                              ,,,
1,02-01-02,40,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2007,10/1/2007,9/30/2007,,,432.40,,,,,,                              ,                              ,,,
1,02-01-02,40,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2008,10/1/2008,9/30/2008,,,432.40,,,,,,                              ,                              ,,,
1,02-01-02,40,"Withdrawal, Public Supply",3,Municipal/Industrial,Public Supply,Fresh_Surface,1,Withdrawal Volume Estimate,6,2009,10/1/2009,9/30/2009,,,432.40,,,,,,                              ,                              ,,,
