WaterSourceName,WaterSourceTypeCV,WaterQualityIndicatorCV,GNISFeatureNameCV,Geometry,
King Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
King Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
King Solomon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kings Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kinney Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kiowa Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kirby Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kirkbride Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kiser Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kiteley Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kitty Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Knowles Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Knowles Spring Run,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Koch Spring Branch Brush,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Korrey Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Kovacs Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
La Garde Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
La Garita Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
La Jara Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
La Jara Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
La Jara Town Drain,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
La Manga Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
La Plata Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
La Plata River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
La Poudre Pass Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
La Sal Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Ladder Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lake Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lake Fork,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lake Fork Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lake Fork Stream,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lakewood Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lamping Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Landis Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Landsman Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Langhoff Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lans Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
LARAMIE,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
LARAMIE FOX HILLS,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Laramie River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Larson Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Last Resort Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lawrence Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lawson Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lay Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Le Bow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Leavenworth Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Left Hand Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Leitensdorfer Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Leland Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lena Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Leon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Leopard Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Leroux Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lester Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Leuck Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Levere Ditch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lewis Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lewstone Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Leyden Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lick Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lightner Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lime Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Limekiln Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Limestone Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Limestone Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lincoln Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lindsey Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Line Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Line Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Link Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lion Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Alkali Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Bear Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Beaver Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Blacktail Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Blue Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Browns Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Buffalo Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Cascade Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Cimarron River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Cochetopa Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Columbine Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Corral Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Cottonwood Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Crow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Dolores River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Dominguez Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Dry Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Duck Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Elk Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Fish Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Fountain Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Graneros Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Grizzly Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little High Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Horse Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Jenkins Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Joe Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Kerber Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Medano Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Morrison Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Muddy Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Navajo River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Oak Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Pagosa Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Red Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Rock Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Saint Charles Cre,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Salt Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Snake River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Spring Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Squaw Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Thompson River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Trout Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Turkey Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Vasquez Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little White Snake Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Willow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Wolf Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Little Woody Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Loch Lomond Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lone Pine Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lone Pine Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lone Tree Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lonetree Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Long Branch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Long Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Long Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Long Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Long Gulch Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Long Hollow,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Long Park Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Longs Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lopez Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lorencito Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Los Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Los Pinos Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Los Pinos River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lost Canyon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lost Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lost Dog Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lost Lake Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lost Mine Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lost Solar Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lost Trail Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Loutsenhizer Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Low Pass Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
LOWER ARAPAHOE,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
LOWER DAWSON,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Loy Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lubers Drainage Ditch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Luchsinger Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Luders Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Luning Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Luton Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Luxen Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lykins Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lynch Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lynch Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Lynx Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Macey Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mack Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mad Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Maes Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Maggie Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Maiden Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mail Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Main Elk Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Major Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mamm Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mammoth Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mancos River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mandall Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Manhattan Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mansfield Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Marble Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Marcy Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mariano Wash,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Marietta Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Markham Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Markus Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Maroon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Marshall Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Martin Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Marvine Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Maryland Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mason Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Massey Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Massey Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Matt Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Maudlin Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Maverick Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Maverick Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Maxwell Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mayfield Hollow,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McArthur Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McCabe Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McCall Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McCarthy Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McClave Drainage Ditch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McCoy Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McCrosky Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McCullough Gulch Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McDermott Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McDonald Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McElmo Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McFadden Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McGuire Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McIntyre Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McKenzie Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McKinney Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McKinnis Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McKinnon Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McLernon Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McNally Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McPhee Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McQueary Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
McRae Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Meadow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Meadow Hollow Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Meadowbrook Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Medano Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mendenhall Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mercury Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Merkt Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Merling Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Merriam Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mesa Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Metz Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mexican Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mexican Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mexican Springs Branch G,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Meyers Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mica Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Michigan Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Michigan River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Barton Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Boulder Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Colony Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Cottonwood Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Fish Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Fork Arapaho Cree,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Fork Big Spring C,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Fork Conejos Rive,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Fork Elk River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Fork Fish Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Fork Little Snake,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Fork Mad Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Fork Mexican Cree,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Fork Piedra River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Fork Purgatoire R,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Fork Saguache Cre,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Fork San Francisc,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Fork South Arkans,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Fork South Platte,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Hunt Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Mamm Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Mancos River,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Miller Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Muddy Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Rifle Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Rush Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Saint Vrain Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Stewart Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Taylor Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middle Zapata Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middlemist Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Middleton Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mile Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Milk Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mill Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Miller Canyon,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Miller Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Miller Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Miller Fork,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Miller Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Millers Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Milner Spring Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Milsap Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mineral Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Miners Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Miners Draw,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Miners Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Minnesota Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Minnie Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mirror Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Missoo Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Missouri Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mitchell Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Mitchell Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Moeller Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Monson Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Montezuma Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Montgomery Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Montrose Arroyo,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Monument Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Monument Gulch,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Moody Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
Moore Park Creek,Test,FRESH,9999,"30 10, 40 40, 20 40, 10 20, 30 10",
